"acc","accuracy","average_response_time","avg_rt","background","block","canvas_backend","clock_backend","color_backend","compensation","coordinates","correct","correct_instruction1","correct_keyboard_response","correct_response","count_ISI","count_correctFeedback","count_experiment","count_experimentalLoop","count_expsequence","count_fixation","count_incorrectFeedback","count_instruction1","count_instruction2","count_instruction3","count_keyboard_response","count_logger","count_memoryset","count_practiceloop","count_probe","datetime","description","disable_garbage_collection","experiment_file","experiment_path","font_bold","font_family","font_italic","font_size","font_underline","foreground","form_clicks","fullscreen","height","keyboard_backend","live_row","live_row_practiceloop","logfile","mouse_backend","numberSet","opensesame_codename","opensesame_version","posInSet","present","repeat_cycle","response","response_instruction1","response_instruction2","response_instruction3","response_keyboard_response","response_time","response_time_instruction1","response_time_instruction2","response_time_instruction3","response_time_keyboard_response","round_decimals","sampler_backend","setSize","sound_buf_size","sound_channels","sound_freq","sound_sample_size","start","subject_nr","subject_parity","target","time_ISI","time_correctFeedback","time_experiment","time_experimentalLoop","time_expsequence","time_fixation","time_incorrectFeedback","time_instruction1","time_instruction2","time_instruction3","time_keyboard_response","time_logger","time_memoryset","time_practiceloop","time_probe","title","total_correct","total_response_time","total_responses","uniform_coordinates","width"
"62.8571428571","62.8571428571","1009.45714286","1009.45714286","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","34","34","0","0","34","34","34","0","0","0","34","34","34","0","34","10/23/22 20:15:33","The main experiment item","yes","SternbergTask.osexp","C:/Users/casme/OneDrive/Desktop/Fall 2022","no","mono","no","18","no","white","no","yes","768","legacy","22","11","C:/Users/casme/OneDrive/Desktop/Fall 2022/IC-subjectx-4.csv","legacy","1 4 9 3","Lentiform Loewenfeld","3.3.12","0","n","0","right","left","right","NA","right","692","2702","1688","NA","692","2","legacy","4","1024","2","48000","-16","experiment","4","even","5","224147","207769","2253","83257","221941","221943","220864","2255","81569","NA","226148","226840","222945","4959","226148","Sternberg Task","22","35331","35","yes","1024"
"63.8888888889","63.8888888889","1006.27777778","1006.27777778","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","35","35","0","0","35","35","35","0","0","0","35","35","35","0","35","10/23/22 20:15:33","The main experiment item","yes","SternbergTask.osexp","C:/Users/casme/OneDrive/Desktop/Fall 2022","no","mono","no","18","no","white","no","yes","768","legacy","23","11","C:/Users/casme/OneDrive/Desktop/Fall 2022/IC-subjectx-4.csv","legacy","8 9 5 6 7","Lentiform Loewenfeld","3.3.12","1","y","0","left","left","right","NA","left","895","2702","1688","NA","895","2","legacy","5","1024","2","48000","-16","experiment","4","even","8","230131","226847","2253","83257","227924","227926","220864","2255","81569","NA","232134","233029","228928","4959","232133","Sternberg Task","23","36226","36","yes","1024"
"62.1621621622","62.1621621622","990.945945946","990.945945946","black","experiment","legacy","legacy","legacy","0","uniform","0","undefined","0","left","36","36","0","0","36","36","36","0","0","0","36","36","36","0","36","10/23/22 20:15:33","The main experiment item","yes","SternbergTask.osexp","C:/Users/casme/OneDrive/Desktop/Fall 2022","no","mono","no","18","no","white","no","yes","768","legacy","24","11","C:/Users/casme/OneDrive/Desktop/Fall 2022/IC-subjectx-4.csv","legacy","3 2 1 4 7","Lentiform Loewenfeld","3.3.12","2","y","0","right","left","right","NA","right","439","2702","1688","NA","439","2","legacy","5","1024","2","48000","-16","experiment","4","even","2","236315","233037","2253","83257","234108","234111","220864","2255","81569","NA","238318","238758","235113","4959","238318","Sternberg Task","23","36665","37","yes","1024"
"63.1578947368","63.1578947368","991.368421053","991.368421053","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","37","37","0","0","37","37","37","0","0","0","37","37","37","0","37","10/23/22 20:15:33","The main experiment item","yes","SternbergTask.osexp","C:/Users/casme/OneDrive/Desktop/Fall 2022","no","mono","no","18","no","white","no","yes","768","legacy","25","11","C:/Users/casme/OneDrive/Desktop/Fall 2022/IC-subjectx-4.csv","legacy","4 7 6 8 2 3","Lentiform Loewenfeld","3.3.12","6","y","0","left","left","right","NA","left","1007","2702","1688","NA","1007","2","legacy","6","1024","2","48000","-16","experiment","4","even","3","242050","233037","2253","83257","239845","239846","238763","2255","81569","NA","244052","245059","240848","4959","244052","Sternberg Task","24","37672","38","yes","1024"
"64.1025641026","64.1025641026","983.205128205","983.205128205","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","38","38","0","0","38","38","38","0","0","0","38","38","38","0","38","10/23/22 20:15:33","The main experiment item","yes","SternbergTask.osexp","C:/Users/casme/OneDrive/Desktop/Fall 2022","no","mono","no","18","no","white","no","yes","768","legacy","26","11","C:/Users/casme/OneDrive/Desktop/Fall 2022/IC-subjectx-4.csv","legacy","8 9 6 1","Lentiform Loewenfeld","3.3.12","2","y","0","left","left","right","NA","left","673","2702","1688","NA","673","2","legacy","4","1024","2","48000","-16","experiment","4","even","9","248351","245066","2253","83257","246145","246147","238763","2255","81569","NA","250353","251026","247149","4959","250353","Sternberg Task","25","38345","39","yes","1024"
"65","65","976.9","976.9","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","39","39","0","0","39","39","39","0","0","0","39","39","39","0","39","10/23/22 20:15:33","The main experiment item","yes","SternbergTask.osexp","C:/Users/casme/OneDrive/Desktop/Fall 2022","no","mono","no","18","no","white","no","yes","768","legacy","27","11","C:/Users/casme/OneDrive/Desktop/Fall 2022/IC-subjectx-4.csv","legacy","6 1 2","Lentiform Loewenfeld","3.3.12","3","y","0","left","left","right","NA","left","731","2702","1688","NA","731","2","legacy","3","1024","2","48000","-16","experiment","4","even","2","254310","251032","2253","83257","252105","252106","238763","2255","81569","NA","256313","257045","253108","4959","256313","Sternberg Task","26","39076","40","yes","1024"
"65.8536585366","65.8536585366","966.902439024","966.902439024","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","40","40","0","0","40","40","40","0","0","0","40","40","40","0","40","10/23/22 20:15:33","The main experiment item","yes","SternbergTask.osexp","C:/Users/casme/OneDrive/Desktop/Fall 2022","no","mono","no","18","no","white","no","yes","768","legacy","28","11","C:/Users/casme/OneDrive/Desktop/Fall 2022/IC-subjectx-4.csv","legacy","6 9 4 5 2","Lentiform Loewenfeld","3.3.12","0","n","0","right","left","right","NA","right","567","2702","1688","NA","567","2","legacy","5","1024","2","48000","-16","experiment","4","even","1","260333","257051","2253","83257","258127","258129","238763","2255","81569","NA","262335","262903","259131","4959","262335","Sternberg Task","27","39643","41","yes","1024"
"64.2857142857","64.2857142857","965.523809524","965.523809524","black","experiment","legacy","legacy","legacy","0","uniform","0","undefined","0","left","41","41","0","0","41","41","41","0","0","0","41","41","41","0","41","10/23/22 20:15:33","The main experiment item","yes","SternbergTask.osexp","C:/Users/casme/OneDrive/Desktop/Fall 2022","no","mono","no","18","no","white","no","yes","768","legacy","29","11","C:/Users/casme/OneDrive/Desktop/Fall 2022/IC-subjectx-4.csv","legacy","2 3 7 4","Lentiform Loewenfeld","3.3.12","1","y","0","right","left","right","NA","right","909","2702","1688","NA","909","2","legacy","4","1024","2","48000","-16","experiment","4","even","2","266176","262908","2253","83257","263970","263972","238763","2255","81569","NA","268178","269087","264974","4959","268178","Sternberg Task","27","40552","42","yes","1024"
"65.1162790698","65.1162790698","977","977","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","42","42","0","0","42","42","42","0","0","0","42","42","42","0","42","10/23/22 20:15:33","The main experiment item","yes","SternbergTask.osexp","C:/Users/casme/OneDrive/Desktop/Fall 2022","no","mono","no","18","no","white","no","yes","768","legacy","30","11","C:/Users/casme/OneDrive/Desktop/Fall 2022/IC-subjectx-4.csv","legacy","7 1 8 4 9 3","Lentiform Loewenfeld","3.3.12","0","n","0","right","left","right","NA","right","1459","2702","1688","NA","1459","2","legacy","6","1024","2","48000","-16","experiment","4","even","6","272365","262908","2253","83257","270159","270161","269093","2255","81569","NA","274368","275828","271163","4959","274368","Sternberg Task","28","42011","43","yes","1024"
"63.6363636364","63.6363636364","1000.25","1000.25","black","experiment","legacy","legacy","legacy","0","uniform","0","undefined","0","left","43","43","0","0","43","43","43","0","0","0","43","43","43","0","43","10/23/22 20:15:33","The main experiment item","yes","SternbergTask.osexp","C:/Users/casme/OneDrive/Desktop/Fall 2022","no","mono","no","18","no","white","no","yes","768","legacy","31","11","C:/Users/casme/OneDrive/Desktop/Fall 2022/IC-subjectx-4.csv","legacy","5 2 9 6 1 7","Lentiform Loewenfeld","3.3.12","3","y","0","None","left","right","NA","None","2000","2702","1688","NA","2000","2","legacy","6","1024","2","48000","-16","experiment","4","even","9","279101","275833","2253","83257","276894","276896","269093","2255","81569","NA","281104","283104","277899","4959","281104","Sternberg Task","28","44011","44","yes","1024"
"64.4444444444","64.4444444444","994.911111111","994.911111111","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","44","44","0","0","44","44","44","0","0","0","44","44","44","0","44","10/23/22 20:15:33","The main experiment item","yes","SternbergTask.osexp","C:/Users/casme/OneDrive/Desktop/Fall 2022","no","mono","no","18","no","white","no","yes","768","legacy","32","11","C:/Users/casme/OneDrive/Desktop/Fall 2022/IC-subjectx-4.csv","legacy","4","Lentiform Loewenfeld","3.3.12","1","y","0","left","left","right","NA","left","760","2702","1688","NA","760","2","legacy","1","1024","2","48000","-16","experiment","4","even","4","286377","275833","2253","83257","284172","284173","283110","2255","81569","NA","288380","289140","285175","4959","288380","Sternberg Task","29","44771","45","yes","1024"
"63.0434782609","63.0434782609","1016.76086957","1016.76086957","black","experiment","legacy","legacy","legacy","0","uniform","0","undefined","0","right","45","45","0","0","45","45","45","0","0","0","45","45","45","0","45","10/23/22 20:15:33","The main experiment item","yes","SternbergTask.osexp","C:/Users/casme/OneDrive/Desktop/Fall 2022","no","mono","no","18","no","white","no","yes","768","legacy","33","11","C:/Users/casme/OneDrive/Desktop/Fall 2022/IC-subjectx-4.csv","legacy","6 7 5 9","Lentiform Loewenfeld","3.3.12","0","n","0","None","left","right","NA","None","2000","2702","1688","NA","2000","2","legacy","4","1024","2","48000","-16","experiment","4","even","2","292427","289146","2253","83257","290222","290223","283110","2255","81569","NA","294429","296429","291225","4959","294429","Sternberg Task","29","46771","46","yes","1024"
"63.829787234","63.829787234","1015.85106383","1015.85106383","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","46","46","0","0","46","46","46","0","0","0","46","46","46","0","46","10/23/22 20:15:33","The main experiment item","yes","SternbergTask.osexp","C:/Users/casme/OneDrive/Desktop/Fall 2022","no","mono","no","18","no","white","no","yes","768","legacy","34","11","C:/Users/casme/OneDrive/Desktop/Fall 2022/IC-subjectx-4.csv","legacy","1 6 4 3 9 7","Lentiform Loewenfeld","3.3.12","0","n","0","right","left","right","NA","right","974","2702","1688","NA","974","2","legacy","6","1024","2","48000","-16","experiment","4","even","8","299703","289146","2253","83257","297497","297497","296435","2255","81569","NA","301705","302679","298501","4959","301705","Sternberg Task","30","47745","47","yes","1024"
"64.5833333333","64.5833333333","1020.6875","1020.6875","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","47","47","0","0","47","47","47","0","0","0","47","47","47","0","47","10/23/22 20:15:33","The main experiment item","yes","SternbergTask.osexp","C:/Users/casme/OneDrive/Desktop/Fall 2022","no","mono","no","18","no","white","no","yes","768","legacy","35","11","C:/Users/casme/OneDrive/Desktop/Fall 2022/IC-subjectx-4.csv","legacy","7 4 2 6 3 5","Lentiform Loewenfeld","3.3.12","6","y","0","left","left","right","NA","left","1248","2702","1688","NA","1248","2","legacy","6","1024","2","48000","-16","experiment","4","even","5","305969","302686","2253","83257","303764","303766","296435","2255","81569","NA","307972","309221","304767","4959","307972","Sternberg Task","31","48993","48","yes","1024"
"63.2653061224","63.2653061224","1021.08163265","1021.08163265","black","experiment","legacy","legacy","legacy","0","uniform","0","undefined","0","right","48","48","0","0","48","48","48","0","0","0","48","48","48","0","48","10/23/22 20:15:33","The main experiment item","yes","SternbergTask.osexp","C:/Users/casme/OneDrive/Desktop/Fall 2022","no","mono","no","18","no","white","no","yes","768","legacy","36","11","C:/Users/casme/OneDrive/Desktop/Fall 2022/IC-subjectx-4.csv","legacy","7 3 2 8","Lentiform Loewenfeld","3.3.12","0","n","0","left","left","right","NA","left","1040","2702","1688","NA","1040","2","legacy","4","1024","2","48000","-16","experiment","4","even","4","312496","309226","2253","83257","310288","310290","296435","2255","81569","NA","314498","315538","311293","4959","314498","Sternberg Task","31","50033","49","yes","1024"
"62","62","1040.66","1040.66","black","experiment","legacy","legacy","legacy","0","uniform","0","undefined","0","right","49","49","0","0","49","49","49","0","0","0","49","49","49","0","49","10/23/22 20:15:33","The main experiment item","yes","SternbergTask.osexp","C:/Users/casme/OneDrive/Desktop/Fall 2022","no","mono","no","18","no","white","no","yes","768","legacy","37","11","C:/Users/casme/OneDrive/Desktop/Fall 2022/IC-subjectx-4.csv","legacy","4 8 1 2","Lentiform Loewenfeld","3.3.12","0","n","0","None","left","right","NA","None","2000","2702","1688","NA","2000","2","legacy","4","1024","2","48000","-16","experiment","4","even","7","318831","309226","2253","83257","316624","316626","315545","2255","81569","NA","320833","322833","317629","4959","320833","Sternberg Task","31","52033","50","yes","1024"
"60.7843137255","60.7843137255","1059.47058824","1059.47058824","black","experiment","legacy","legacy","legacy","0","uniform","0","undefined","0","right","50","50","0","0","50","50","50","0","0","0","50","50","50","0","50","10/23/22 20:15:33","The main experiment item","yes","SternbergTask.osexp","C:/Users/casme/OneDrive/Desktop/Fall 2022","no","mono","no","18","no","white","no","yes","768","legacy","38","11","C:/Users/casme/OneDrive/Desktop/Fall 2022/IC-subjectx-4.csv","legacy","5","Lentiform Loewenfeld","3.3.12","0","n","0","None","left","right","NA","None","2000","2702","1688","NA","2000","2","legacy","1","1024","2","48000","-16","experiment","4","even","8","326119","309226","2253","83257","323914","323915","322839","2255","81569","NA","328122","330122","324917","4959","328121","Sternberg Task","31","54033","51","yes","1024"
"61.5384615385","61.5384615385","1049.78846154","1049.78846154","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","51","51","0","0","51","51","51","0","0","0","51","51","51","0","51","10/23/22 20:15:33","The main experiment item","yes","SternbergTask.osexp","C:/Users/casme/OneDrive/Desktop/Fall 2022","no","mono","no","18","no","white","no","yes","768","legacy","39","11","C:/Users/casme/OneDrive/Desktop/Fall 2022/IC-subjectx-4.csv","legacy","2 8 7 9 5 3","Lentiform Loewenfeld","3.3.12","0","n","0","right","left","right","NA","right","556","2702","1688","NA","556","2","legacy","6","1024","2","48000","-16","experiment","4","even","6","333410","309226","2253","83257","331204","331205","330128","2255","81569","NA","335412","335969","332207","4959","335412","Sternberg Task","32","54589","52","yes","1024"
"60.3773584906","60.3773584906","1045.54716981","1045.54716981","black","experiment","legacy","legacy","legacy","0","uniform","0","undefined","0","right","52","52","0","0","52","52","52","0","0","0","52","52","52","0","52","10/23/22 20:15:33","The main experiment item","yes","SternbergTask.osexp","C:/Users/casme/OneDrive/Desktop/Fall 2022","no","mono","no","18","no","white","no","yes","768","legacy","40","11","C:/Users/casme/OneDrive/Desktop/Fall 2022/IC-subjectx-4.csv","legacy","6 9 7 3 8 2","Lentiform Loewenfeld","3.3.12","0","n","0","left","left","right","NA","left","825","2702","1688","NA","825","2","legacy","6","1024","2","48000","-16","experiment","4","even","5","339254","335974","2253","83257","337047","337050","330128","2255","81569","NA","341256","342082","338052","4959","341256","Sternberg Task","32","55414","53","yes","1024"
"59.2592592593","59.2592592593","1063.22222222","1063.22222222","black","experiment","legacy","legacy","legacy","0","uniform","0","undefined","0","left","53","53","0","0","53","53","53","0","0","0","53","53","53","0","53","10/23/22 20:15:33","The main experiment item","yes","SternbergTask.osexp","C:/Users/casme/OneDrive/Desktop/Fall 2022","no","mono","no","18","no","white","no","yes","768","legacy","41","11","C:/Users/casme/OneDrive/Desktop/Fall 2022/IC-subjectx-4.csv","legacy","4 9 7 8 5 3","Lentiform Loewenfeld","3.3.12","4","y","0","None","left","right","NA","None","2000","2702","1688","NA","2000","2","legacy","6","1024","2","48000","-16","experiment","4","even","8","345372","335974","2253","83257","343166","343168","342088","2255","81569","NA","347373","349373","344170","4959","347373","Sternberg Task","32","57414","54","yes","1024"
"58.1818181818","58.1818181818","1080.25454545","1080.25454545","black","experiment","legacy","legacy","legacy","0","uniform","0","undefined","0","left","54","54","0","0","54","54","54","0","0","0","54","54","54","0","54","10/23/22 20:15:33","The main experiment item","yes","SternbergTask.osexp","C:/Users/casme/OneDrive/Desktop/Fall 2022","no","mono","no","18","no","white","no","yes","768","legacy","42","11","C:/Users/casme/OneDrive/Desktop/Fall 2022/IC-subjectx-4.csv","legacy","3 9 6 2","Lentiform Loewenfeld","3.3.12","4","y","0","None","left","right","NA","None","2000","2702","1688","NA","2000","2","legacy","4","1024","2","48000","-16","experiment","4","even","2","352661","335974","2253","83257","350454","350455","349378","2255","81569","NA","354663","356663","351459","4959","354663","Sternberg Task","32","59414","55","yes","1024"
"58.9285714286","58.9285714286","1072.07142857","1072.07142857","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","55","55","0","0","55","55","55","0","0","0","55","55","55","0","55","10/23/22 20:15:33","The main experiment item","yes","SternbergTask.osexp","C:/Users/casme/OneDrive/Desktop/Fall 2022","no","mono","no","18","no","white","no","yes","768","legacy","43","11","C:/Users/casme/OneDrive/Desktop/Fall 2022/IC-subjectx-4.csv","legacy","9 1 7 2","Lentiform Loewenfeld","3.3.12","2","y","0","left","left","right","NA","left","622","2702","1688","NA","622","2","legacy","4","1024","2","48000","-16","experiment","4","even","1","359936","335974","2253","83257","357730","357731","356669","2255","81569","NA","361938","362561","358733","4959","361938","Sternberg Task","33","60036","56","yes","1024"
"57.8947368421","57.8947368421","1064.56140351","1064.56140351","black","experiment","legacy","legacy","legacy","0","uniform","0","undefined","0","right","56","56","0","0","56","56","56","0","0","0","56","56","56","0","56","10/23/22 20:15:33","The main experiment item","yes","SternbergTask.osexp","C:/Users/casme/OneDrive/Desktop/Fall 2022","no","mono","no","18","no","white","no","yes","768","legacy","44","11","C:/Users/casme/OneDrive/Desktop/Fall 2022/IC-subjectx-4.csv","legacy","8 2 1 4 5 9","Lentiform Loewenfeld","3.3.12","0","n","0","left","left","right","NA","left","644","2702","1688","NA","644","2","legacy","6","1024","2","48000","-16","experiment","4","even","7","365836","362567","2253","83257","363630","363632","356669","2255","81569","NA","367839","368484","364634","4959","367839","Sternberg Task","33","60680","57","yes","1024"
"56.8965517241","56.8965517241","1080.68965517","1080.68965517","black","experiment","legacy","legacy","legacy","0","uniform","0","undefined","0","right","57","57","0","0","57","57","57","0","0","0","57","57","57","0","57","10/23/22 20:15:33","The main experiment item","yes","SternbergTask.osexp","C:/Users/casme/OneDrive/Desktop/Fall 2022","no","mono","no","18","no","white","no","yes","768","legacy","45","11","C:/Users/casme/OneDrive/Desktop/Fall 2022/IC-subjectx-4.csv","legacy","4 2 7 6 1 3","Lentiform Loewenfeld","3.3.12","0","n","0","None","left","right","NA","None","2000","2702","1688","NA","2000","2","legacy","6","1024","2","48000","-16","experiment","4","even","8","371757","362567","2253","83257","369551","369553","368489","2255","81569","NA","373760","375760","370555","4959","373760","Sternberg Task","33","62680","58","yes","1024"
"55.9322033898","55.9322033898","1096.27118644","1096.27118644","black","experiment","legacy","legacy","legacy","0","uniform","0","undefined","0","right","58","58","0","0","58","58","58","0","0","0","58","58","58","0","58","10/23/22 20:15:33","The main experiment item","yes","SternbergTask.osexp","C:/Users/casme/OneDrive/Desktop/Fall 2022","no","mono","no","18","no","white","no","yes","768","legacy","46","11","C:/Users/casme/OneDrive/Desktop/Fall 2022/IC-subjectx-4.csv","legacy","2 8 9","Lentiform Loewenfeld","3.3.12","0","n","0","None","left","right","NA","None","2000","2702","1688","NA","2000","2","legacy","3","1024","2","48000","-16","experiment","4","even","6","379038","362567","2253","83257","376833","376834","375765","2255","81569","NA","381040","383040","377836","4959","381040","Sternberg Task","33","64680","59","yes","1024"
"55","55","1111.33333333","1111.33333333","black","experiment","legacy","legacy","legacy","0","uniform","0","undefined","0","left","59","59","0","0","59","59","59","0","0","0","59","59","59","0","59","10/23/22 20:15:33","The main experiment item","yes","SternbergTask.osexp","C:/Users/casme/OneDrive/Desktop/Fall 2022","no","mono","no","18","no","white","no","yes","768","legacy","47","11","C:/Users/casme/OneDrive/Desktop/Fall 2022/IC-subjectx-4.csv","legacy","3 4","Lentiform Loewenfeld","3.3.12","1","y","0","None","left","right","NA","None","2000","2702","1688","NA","2000","2","legacy","2","1024","2","48000","-16","experiment","4","even","3","386328","362567","2253","83257","384122","384124","383046","2255","81569","NA","388331","390331","385126","4959","388331","Sternberg Task","33","66680","60","yes","1024"
"55.737704918","55.737704918","1115.50819672","1115.50819672","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","60","60","0","0","60","60","60","0","0","0","60","60","60","0","60","10/23/22 20:15:33","The main experiment item","yes","SternbergTask.osexp","C:/Users/casme/OneDrive/Desktop/Fall 2022","no","mono","no","18","no","white","no","yes","768","legacy","48","11","C:/Users/casme/OneDrive/Desktop/Fall 2022/IC-subjectx-4.csv","legacy","9 3 1 2 5","Lentiform Loewenfeld","3.3.12","4","y","0","left","left","right","NA","left","1366","2702","1688","NA","1366","2","legacy","5","1024","2","48000","-16","experiment","4","even","2","393617","362567","2253","83257","391413","391414","390344","2255","81569","NA","395620","396987","392415","4959","395620","Sternberg Task","34","68046","61","yes","1024"
"54.8387096774","54.8387096774","1105.11290323","1105.11290323","black","experiment","legacy","legacy","legacy","0","uniform","0","undefined","0","left","61","61","0","0","61","61","61","0","0","0","61","61","61","0","61","10/23/22 20:15:33","The main experiment item","yes","SternbergTask.osexp","C:/Users/casme/OneDrive/Desktop/Fall 2022","no","mono","no","18","no","white","no","yes","768","legacy","49","11","C:/Users/casme/OneDrive/Desktop/Fall 2022/IC-subjectx-4.csv","legacy","4 6 2 5 1","Lentiform Loewenfeld","3.3.12","5","y","0","right","left","right","NA","right","471","2702","1688","NA","471","2","legacy","5","1024","2","48000","-16","experiment","4","even","1","400261","396993","2253","83257","398055","398057","390344","2255","81569","NA","402263","402735","399059","4959","402263","Sternberg Task","34","68517","62","yes","1024"
"55.5555555556","55.5555555556","1098.41269841","1098.41269841","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","62","62","0","0","62","62","62","0","0","0","62","62","62","0","62","10/23/22 20:15:33","The main experiment item","yes","SternbergTask.osexp","C:/Users/casme/OneDrive/Desktop/Fall 2022","no","mono","no","18","no","white","no","yes","768","legacy","50","11","C:/Users/casme/OneDrive/Desktop/Fall 2022/IC-subjectx-4.csv","legacy","9 8 4","Lentiform Loewenfeld","3.3.12","1","y","0","left","left","right","NA","left","683","2702","1688","NA","683","2","legacy","3","1024","2","48000","-16","experiment","4","even","9","406007","396993","2253","83257","403802","403804","402741","2255","81569","NA","408009","408692","404805","4959","408009","Sternberg Task","35","69200","63","yes","1024"
"54.6875","54.6875","1092.859375","1092.859375","black","experiment","legacy","legacy","legacy","0","uniform","0","undefined","0","right","63","63","0","0","63","63","63","0","0","0","63","63","63","0","63","10/23/22 20:15:33","The main experiment item","yes","SternbergTask.osexp","C:/Users/casme/OneDrive/Desktop/Fall 2022","no","mono","no","18","no","white","no","yes","768","legacy","51","11","C:/Users/casme/OneDrive/Desktop/Fall 2022/IC-subjectx-4.csv","legacy","7 1 5 6 3","Lentiform Loewenfeld","3.3.12","0","n","0","left","left","right","NA","left","743","2702","1688","NA","743","2","legacy","5","1024","2","48000","-16","experiment","4","even","8","411983","408698","2253","83257","409776","409777","402741","2255","81569","NA","413985","414729","410781","4959","413985","Sternberg Task","35","69943","64","yes","1024"
"55.3846153846","55.3846153846","1087.75384615","1087.75384615","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","64","64","0","0","64","64","64","0","0","0","64","64","64","0","64","10/23/22 20:15:33","The main experiment item","yes","SternbergTask.osexp","C:/Users/casme/OneDrive/Desktop/Fall 2022","no","mono","no","18","no","white","no","yes","768","legacy","52","11","C:/Users/casme/OneDrive/Desktop/Fall 2022/IC-subjectx-4.csv","legacy","2 6 1 7 4","Lentiform Loewenfeld","3.3.12","2","y","0","left","left","right","NA","left","761","2702","1688","NA","761","2","legacy","5","1024","2","48000","-16","experiment","4","even","6","418019","408698","2253","83257","415813","415814","414735","2255","81569","NA","420021","420783","416816","4959","420021","Sternberg Task","36","70704","65","yes","1024"
"56.0606060606","56.0606060606","1081.07575758","1081.07575758","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","65","65","0","0","65","65","65","0","0","0","65","65","65","0","65","10/23/22 20:15:33","The main experiment item","yes","SternbergTask.osexp","C:/Users/casme/OneDrive/Desktop/Fall 2022","no","mono","no","18","no","white","no","yes","768","legacy","53","11","C:/Users/casme/OneDrive/Desktop/Fall 2022/IC-subjectx-4.csv","legacy","6 7 9 3 1 2","Lentiform Loewenfeld","3.3.12","1","y","0","left","left","right","NA","left","647","2702","1688","NA","647","2","legacy","6","1024","2","48000","-16","experiment","4","even","6","424057","420788","2253","83257","421851","421853","414735","2255","81569","NA","426058","426705","422855","4959","426058","Sternberg Task","37","71351","66","yes","1024"
"56.7164179104","56.7164179104","1073.94029851","1073.94029851","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","66","66","0","0","66","66","66","0","0","0","66","66","66","0","66","10/23/22 20:15:33","The main experiment item","yes","SternbergTask.osexp","C:/Users/casme/OneDrive/Desktop/Fall 2022","no","mono","no","18","no","white","no","yes","768","legacy","54","11","C:/Users/casme/OneDrive/Desktop/Fall 2022/IC-subjectx-4.csv","legacy","2 8 6 3 1","Lentiform Loewenfeld","3.3.12","0","n","0","right","left","right","NA","right","603","2702","1688","NA","603","2","legacy","5","1024","2","48000","-16","experiment","4","even","7","429979","426711","2253","83257","427772","427775","414735","2255","81569","NA","431983","432586","428777","4959","431983","Sternberg Task","38","71954","67","yes","1024"
"57.3529411765","57.3529411765","1065.42647059","1065.42647059","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","67","67","0","0","67","67","67","0","0","0","67","67","67","0","67","10/23/22 20:15:33","The main experiment item","yes","SternbergTask.osexp","C:/Users/casme/OneDrive/Desktop/Fall 2022","no","mono","no","18","no","white","no","yes","768","legacy","55","11","C:/Users/casme/OneDrive/Desktop/Fall 2022/IC-subjectx-4.csv","legacy","7 1 3","Lentiform Loewenfeld","3.3.12","2","y","0","left","left","right","NA","left","495","2702","1688","NA","495","2","legacy","3","1024","2","48000","-16","experiment","4","even","1","435893","432592","2253","83257","433685","433688","414735","2255","81569","NA","437895","438392","434690","4959","437895","Sternberg Task","39","72449","68","yes","1024"
"56.5217391304","56.5217391304","1078.97101449","1078.97101449","black","experiment","legacy","legacy","legacy","0","uniform","0","undefined","0","right","68","68","0","0","68","68","68","0","0","0","68","68","68","0","68","10/23/22 20:15:33","The main experiment item","yes","SternbergTask.osexp","C:/Users/casme/OneDrive/Desktop/Fall 2022","no","mono","no","18","no","white","no","yes","768","legacy","56","11","C:/Users/casme/OneDrive/Desktop/Fall 2022/IC-subjectx-4.csv","legacy","7 6 4 8 1 2","Lentiform Loewenfeld","3.3.12","0","n","0","None","left","right","NA","None","2000","2702","1688","NA","2000","2","legacy","6","1024","2","48000","-16","experiment","4","even","9","441695","438398","2253","83257","439487","439491","414735","2255","81569","NA","443698","445699","440493","4959","443697","Sternberg Task","39","74449","69","yes","1024"
