"acc","accuracy","average_response_time","avg_rt","background","block","canvas_backend","clock_backend","color_backend","compensation","coordinates","correct","correct_instruction1","correct_keyboard_response","correct_response","count_ISI","count_correctFeedback","count_expSequence","count_experiment","count_experimentLoop","count_fixation","count_incorrectFeedback","count_instruction1","count_instruction2","count_instructional","count_keyboard_response","count_logger","count_memorySet","count_practiceLoop","count_probe","count_thankYou","datetime","description","disable_garbage_collection","empty_column","experiment_file","experiment_path","font_bold","font_family","font_italic","font_size","font_underline","foreground","form_clicks","fullscreen","height","keyboard_backend","live_row","live_row_practiceLoop","logfile","mouse_backend","numberSet","opensesame_codename","opensesame_version","posInSet","present","repeat_cycle","response","response_instruction1","response_instruction2","response_keyboard_response","response_thankYou","response_time","response_time_instruction1","response_time_instruction2","response_time_keyboard_response","response_time_thankYou","round_decimals","sampler_backend","setSize","sound_buf_size","sound_channels","sound_freq","sound_sample_size","start","subject_nr","subject_parity","target","time_ISI","time_correctFeedback","time_expSequence","time_experiment","time_experimentLoop","time_fixation","time_incorrectFeedback","time_instruction1","time_instruction2","time_instructional","time_keyboard_response","time_logger","time_memorySet","time_practiceLoop","time_probe","time_thankYou","title","total_correct","total_response_time","total_responses","uniform_coordinates","width"
"87.09677419354838","87.09677419354838","1090.6451612903227","1090.6451612903227","black","experiment","legacy","legacy","legacy","0","uniform","0","undefined","0","left","30","30","30","0","0","30","30","0","0","NA","30","30","30","0","30","0","Sat Oct 24 21:31:04 2020","The main experiment item","yes","NA","SternbergTask.osexp","C:/Users/chelsea/OneDrive - Tarleton State University/psych 5316- adv/Sternberg test","no","mono","no","18","no","white","no","yes","768","legacy","18","11","C:/Users/chelsea/OneDrive - Tarleton State University/psych 5316- adv/Sternberg test/subject-2 JH.csv","legacy","9 3 1 2 5","Lentiform Loewenfeld","3.3.3","4","y","0","right","left","left","right","NA","1971","163467","1044761","1971","NA","2","legacy","5","1024","2","48000","-16","experiment","1","odd","2","1447047","1443531","1444834","31471","1324563","1444839","1376086","31499","279799","NA","1449053","1451026","1445843","194969","1449052","NA","Sternberg Task","27","33810","31","yes","1024"
"87.5","87.5","1092.3125","1092.3125","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","31","31","31","0","0","31","31","0","0","NA","31","31","31","0","31","0","Sat Oct 24 21:31:04 2020","The main experiment item","yes","NA","SternbergTask.osexp","C:/Users/chelsea/OneDrive - Tarleton State University/psych 5316- adv/Sternberg test","no","mono","no","18","no","white","no","yes","768","legacy","19","11","C:/Users/chelsea/OneDrive - Tarleton State University/psych 5316- adv/Sternberg test/subject-2 JH.csv","legacy","6 3 1 7 9 8","Lentiform Loewenfeld","3.3.3","0","n","0","right","left","left","right","NA","1144","163467","1044761","1144","NA","2","legacy","6","1024","2","48000","-16","experiment","1","odd","4","1454593","1443531","1452377","31471","1324563","1452385","1451089","31499","279799","NA","1456599","1457745","1453389","194969","1456598","NA","Sternberg Task","28","34954","32","yes","1024"
"87.87878787878788","87.87878787878788","1084","1084","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","32","32","32","0","0","32","32","0","0","NA","32","32","32","0","32","0","Sat Oct 24 21:31:04 2020","The main experiment item","yes","NA","SternbergTask.osexp","C:/Users/chelsea/OneDrive - Tarleton State University/psych 5316- adv/Sternberg test","no","mono","no","18","no","white","no","yes","768","legacy","20","11","C:/Users/chelsea/OneDrive - Tarleton State University/psych 5316- adv/Sternberg test/subject-2 JH.csv","legacy","4","Lentiform Loewenfeld","3.3.3","1","y","0","left","left","left","left","NA","818","163467","1044761","818","NA","2","legacy","1","1024","2","48000","-16","experiment","1","odd","4","1461287","1457775","1459070","31471","1324563","1459078","1451089","31499","279799","NA","1463292","1464112","1460083","194969","1463292","NA","Sternberg Task","29","35772","33","yes","1024"
"88.23529411764706","88.23529411764706","1075.8235294117646","1075.8235294117646","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","33","33","33","0","0","33","33","0","0","NA","33","33","33","0","33","0","Sat Oct 24 21:31:04 2020","The main experiment item","yes","NA","SternbergTask.osexp","C:/Users/chelsea/OneDrive - Tarleton State University/psych 5316- adv/Sternberg test","no","mono","no","18","no","white","no","yes","768","legacy","21","11","C:/Users/chelsea/OneDrive - Tarleton State University/psych 5316- adv/Sternberg test/subject-2 JH.csv","legacy","2 4 8 5 1 3","Lentiform Loewenfeld","3.3.3","1","y","0","left","left","left","left","NA","806","163467","1044761","806","NA","2","legacy","6","1024","2","48000","-16","experiment","1","odd","2","1467707","1464175","1465490","31471","1324563","1465495","1451089","31499","279799","NA","1469711","1470520","1466503","194969","1469711","NA","Sternberg Task","30","36578","34","yes","1024"
"88.57142857142857","88.57142857142857","1070.6857142857143","1070.6857142857143","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","34","34","34","0","0","34","34","0","0","NA","34","34","34","0","34","0","Sat Oct 24 21:31:04 2020","The main experiment item","yes","NA","SternbergTask.osexp","C:/Users/chelsea/OneDrive - Tarleton State University/psych 5316- adv/Sternberg test","no","mono","no","18","no","white","no","yes","768","legacy","22","11","C:/Users/chelsea/OneDrive - Tarleton State University/psych 5316- adv/Sternberg test/subject-2 JH.csv","legacy","4 2 7 6 1 3","Lentiform Loewenfeld","3.3.3","0","n","0","right","left","left","right","NA","896","163467","1044761","896","NA","2","legacy","6","1024","2","48000","-16","experiment","1","odd","8","1474088","1470575","1471871","31471","1324563","1471876","1451089","31499","279799","NA","1476092","1476990","1472880","194969","1476092","NA","Sternberg Task","31","37474","35","yes","1024"
"86.11111111111111","86.11111111111111","1062.0277777777778","1062.0277777777778","black","experiment","legacy","legacy","legacy","0","uniform","0","undefined","0","left","35","35","35","0","0","35","35","0","0","NA","35","35","35","0","35","0","Sat Oct 24 21:31:04 2020","The main experiment item","yes","NA","SternbergTask.osexp","C:/Users/chelsea/OneDrive - Tarleton State University/psych 5316- adv/Sternberg test","no","mono","no","18","no","white","no","yes","768","legacy","23","11","C:/Users/chelsea/OneDrive - Tarleton State University/psych 5316- adv/Sternberg test/subject-2 JH.csv","legacy","3 5 7 1","Lentiform Loewenfeld","3.3.3","3","y","0","right","left","left","right","NA","759","163467","1044761","759","NA","2","legacy","4","1024","2","48000","-16","experiment","1","odd","7","1480584","1477075","1478370","31471","1324563","1478375","1451089","31499","279799","NA","1482589","1483350","1479379","194969","1482588","NA","Sternberg Task","31","38233","36","yes","1024"
"86.48648648648648","86.48648648648648","1063.4864864864865","1063.4864864864865","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","36","36","36","0","0","36","36","0","0","NA","36","36","36","0","36","0","Sat Oct 24 21:31:04 2020","The main experiment item","yes","NA","SternbergTask.osexp","C:/Users/chelsea/OneDrive - Tarleton State University/psych 5316- adv/Sternberg test","no","mono","no","18","no","white","no","yes","768","legacy","24","11","C:/Users/chelsea/OneDrive - Tarleton State University/psych 5316- adv/Sternberg test/subject-2 JH.csv","legacy","1","Lentiform Loewenfeld","3.3.3","0","n","0","right","left","left","right","NA","1116","163467","1044761","1116","NA","2","legacy","1","1024","2","48000","-16","experiment","1","odd","7","1486929","1477075","1484715","31471","1324563","1484721","1483408","31499","279799","NA","1488934","1490053","1485725","194969","1488934","NA","Sternberg Task","32","39349","37","yes","1024"
"86.84210526315789","86.84210526315789","1070.4736842105262","1070.4736842105262","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","37","37","37","0","0","37","37","0","0","NA","37","37","37","0","37","0","Sat Oct 24 21:31:04 2020","The main experiment item","yes","NA","SternbergTask.osexp","C:/Users/chelsea/OneDrive - Tarleton State University/psych 5316- adv/Sternberg test","no","mono","no","18","no","white","no","yes","768","legacy","25","11","C:/Users/chelsea/OneDrive - Tarleton State University/psych 5316- adv/Sternberg test/subject-2 JH.csv","legacy","6 9 4 5 2","Lentiform Loewenfeld","3.3.3","0","n","0","right","left","left","right","NA","1329","163467","1044761","1329","NA","2","legacy","5","1024","2","48000","-16","experiment","1","odd","1","1493619","1490109","1491404","31471","1324563","1491408","1483408","31499","279799","NA","1495624","1496955","1492412","194969","1495624","NA","Sternberg Task","33","40678","38","yes","1024"
"87.17948717948718","87.17948717948718","1074.179487179487","1074.179487179487","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","38","38","38","0","0","38","38","0","0","NA","38","38","38","0","38","0","Sat Oct 24 21:31:04 2020","The main experiment item","yes","NA","SternbergTask.osexp","C:/Users/chelsea/OneDrive - Tarleton State University/psych 5316- adv/Sternberg test","no","mono","no","18","no","white","no","yes","768","legacy","26","11","C:/Users/chelsea/OneDrive - Tarleton State University/psych 5316- adv/Sternberg test/subject-2 JH.csv","legacy","8 7 3","Lentiform Loewenfeld","3.3.3","1","y","0","left","left","left","left","NA","1215","163467","1044761","1215","NA","2","legacy","3","1024","2","48000","-16","experiment","1","odd","8","1500523","1497019","1498309","31471","1324563","1498314","1483408","31499","279799","NA","1502529","1503747","1499319","194969","1502529","NA","Sternberg Task","34","41893","39","yes","1024"
"85","85","1097.325","1097.325","black","experiment","legacy","legacy","legacy","0","uniform","0","undefined","0","left","39","39","39","0","0","39","39","0","0","NA","39","39","39","0","39","0","Sat Oct 24 21:31:04 2020","The main experiment item","yes","NA","SternbergTask.osexp","C:/Users/chelsea/OneDrive - Tarleton State University/psych 5316- adv/Sternberg test","no","mono","no","18","no","white","no","yes","768","legacy","27","11","C:/Users/chelsea/OneDrive - Tarleton State University/psych 5316- adv/Sternberg test/subject-2 JH.csv","legacy","3 4 9 6 2 9","Lentiform Loewenfeld","3.3.3","5","y","0","None","left","left","None","NA","2000","163467","1044761","2000","NA","2","legacy","6","1024","2","48000","-16","experiment","1","odd","2","1507336","1503809","1505123","31471","1324563","1505128","1483408","31499","279799","NA","1509342","1511344","1506132","194969","1509342","NA","Sternberg Task","34","43893","40","yes","1024"
"82.92682926829268","82.92682926829268","1118.4146341463415","1118.4146341463415","black","experiment","legacy","legacy","legacy","0","uniform","0","undefined","0","left","40","40","40","0","0","40","40","0","0","NA","40","40","40","0","40","0","Sat Oct 24 21:31:04 2020","The main experiment item","yes","NA","SternbergTask.osexp","C:/Users/chelsea/OneDrive - Tarleton State University/psych 5316- adv/Sternberg test","no","mono","no","18","no","white","no","yes","768","legacy","28","11","C:/Users/chelsea/OneDrive - Tarleton State University/psych 5316- adv/Sternberg test/subject-2 JH.csv","legacy","5 7 8 2 3 8","Lentiform Loewenfeld","3.3.3","5","y","0","right","left","left","right","NA","1962","163467","1044761","1962","NA","2","legacy","6","1024","2","48000","-16","experiment","1","odd","3","1514920","1503809","1512707","31471","1324563","1512711","1511408","31499","279799","NA","1516924","1518889","1513715","194969","1516924","NA","Sternberg Task","34","45855","41","yes","1024"
"83.33333333333333","83.33333333333333","1122.1904761904761","1122.1904761904761","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","41","41","41","0","0","41","41","0","0","NA","41","41","41","0","41","0","Sat Oct 24 21:31:04 2020","The main experiment item","yes","NA","SternbergTask.osexp","C:/Users/chelsea/OneDrive - Tarleton State University/psych 5316- adv/Sternberg test","no","mono","no","18","no","white","no","yes","768","legacy","29","11","C:/Users/chelsea/OneDrive - Tarleton State University/psych 5316- adv/Sternberg test/subject-2 JH.csv","legacy","2 5 4 8 7","Lentiform Loewenfeld","3.3.3","3","y","0","left","left","left","left","NA","1277","163467","1044761","1277","NA","2","legacy","5","1024","2","48000","-16","experiment","1","odd","4","1522443","1503809","1520227","31471","1324563","1520233","1518942","31499","279799","NA","1524448","1525728","1521239","194969","1524448","NA","Sternberg Task","35","47132","42","yes","1024"
"83.72093023255815","83.72093023255815","1130.2325581395348","1130.2325581395348","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","42","42","42","0","0","42","42","0","0","NA","42","42","42","0","42","0","Sat Oct 24 21:31:04 2020","The main experiment item","yes","NA","SternbergTask.osexp","C:/Users/chelsea/OneDrive - Tarleton State University/psych 5316- adv/Sternberg test","no","mono","no","18","no","white","no","yes","768","legacy","30","11","C:/Users/chelsea/OneDrive - Tarleton State University/psych 5316- adv/Sternberg test/subject-2 JH.csv","legacy","3 9 1","Lentiform Loewenfeld","3.3.3","0","n","0","right","left","left","right","NA","1468","163467","1044761","1468","NA","2","legacy","3","1024","2","48000","-16","experiment","1","odd","7","1529309","1525821","1527096","31471","1324563","1527101","1518942","31499","279799","NA","1531313","1532784","1528105","194969","1531313","NA","Sternberg Task","36","48600","43","yes","1024"
"81.81818181818181","81.81818181818181","1140.7727272727273","1140.7727272727273","black","experiment","legacy","legacy","legacy","0","uniform","0","undefined","0","right","43","43","43","0","0","43","43","0","0","NA","43","43","43","0","43","0","Sat Oct 24 21:31:04 2020","The main experiment item","yes","NA","SternbergTask.osexp","C:/Users/chelsea/OneDrive - Tarleton State University/psych 5316- adv/Sternberg test","no","mono","no","18","no","white","no","yes","768","legacy","31","11","C:/Users/chelsea/OneDrive - Tarleton State University/psych 5316- adv/Sternberg test/subject-2 JH.csv","legacy","2 8 7 9 5 3","Lentiform Loewenfeld","3.3.3","0","n","0","left","left","left","left","NA","1594","163467","1044761","1594","NA","2","legacy","6","1024","2","48000","-16","experiment","1","odd","6","1536309","1532809","1534095","31471","1324563","1534100","1518942","31499","279799","NA","1538314","1539910","1535104","194969","1538313","NA","Sternberg Task","36","50194","44","yes","1024"
"82.22222222222223","82.22222222222223","1135.8222222222223","1135.8222222222223","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","44","44","44","0","0","44","44","0","0","NA","44","44","44","0","44","0","Sat Oct 24 21:31:04 2020","The main experiment item","yes","NA","SternbergTask.osexp","C:/Users/chelsea/OneDrive - Tarleton State University/psych 5316- adv/Sternberg test","no","mono","no","18","no","white","no","yes","768","legacy","32","11","C:/Users/chelsea/OneDrive - Tarleton State University/psych 5316- adv/Sternberg test/subject-2 JH.csv","legacy","9 8 4","Lentiform Loewenfeld","3.3.3","1","y","0","left","left","left","left","NA","918","163467","1044761","918","NA","2","legacy","3","1024","2","48000","-16","experiment","1","odd","9","1543480","1532809","1541267","31471","1324563","1541272","1539976","31499","279799","NA","1545485","1546406","1542275","194969","1545484","NA","Sternberg Task","37","51112","45","yes","1024"
"82.6086956521739","82.6086956521739","1129.2391304347825","1129.2391304347825","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","45","45","45","0","0","45","45","0","0","NA","45","45","45","0","45","0","Sat Oct 24 21:31:04 2020","The main experiment item","yes","NA","SternbergTask.osexp","C:/Users/chelsea/OneDrive - Tarleton State University/psych 5316- adv/Sternberg test","no","mono","no","18","no","white","no","yes","768","legacy","33","11","C:/Users/chelsea/OneDrive - Tarleton State University/psych 5316- adv/Sternberg test/subject-2 JH.csv","legacy","4 8 1 2","Lentiform Loewenfeld","3.3.3","0","n","0","right","left","left","right","NA","833","163467","1044761","833","NA","2","legacy","4","1024","2","48000","-16","experiment","1","odd","7","1549964","1546456","1547751","31471","1324563","1547756","1539976","31499","279799","NA","1551971","1552807","1548760","194969","1551971","NA","Sternberg Task","38","51945","46","yes","1024"
"82.97872340425532","82.97872340425532","1124.7659574468084","1124.7659574468084","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","46","46","46","0","0","46","46","0","0","NA","46","46","46","0","46","0","Sat Oct 24 21:31:04 2020","The main experiment item","yes","NA","SternbergTask.osexp","C:/Users/chelsea/OneDrive - Tarleton State University/psych 5316- adv/Sternberg test","no","mono","no","18","no","white","no","yes","768","legacy","34","11","C:/Users/chelsea/OneDrive - Tarleton State University/psych 5316- adv/Sternberg test/subject-2 JH.csv","legacy","1 4 9 3","Lentiform Loewenfeld","3.3.3","0","n","0","right","left","left","right","NA","919","163467","1044761","919","NA","2","legacy","4","1024","2","48000","-16","experiment","1","odd","5","1556373","1552865","1554157","31471","1324563","1554162","1539976","31499","279799","NA","1558377","1559299","1555166","194969","1558377","NA","Sternberg Task","39","52864","47","yes","1024"
"83.33333333333333","83.33333333333333","1122.625","1122.625","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","47","47","47","0","0","47","47","0","0","NA","47","47","47","0","47","0","Sat Oct 24 21:31:04 2020","The main experiment item","yes","NA","SternbergTask.osexp","C:/Users/chelsea/OneDrive - Tarleton State University/psych 5316- adv/Sternberg test","no","mono","no","18","no","white","no","yes","768","legacy","35","11","C:/Users/chelsea/OneDrive - Tarleton State University/psych 5316- adv/Sternberg test/subject-2 JH.csv","legacy","6 5","Lentiform Loewenfeld","3.3.3","2","y","0","left","left","left","left","NA","1022","163467","1044761","1022","NA","2","legacy","2","1024","2","48000","-16","experiment","1","odd","5","1562869","1559365","1560656","31471","1324563","1560660","1539976","31499","279799","NA","1564874","1565899","1561665","194969","1564874","NA","Sternberg Task","40","53886","48","yes","1024"
"81.63265306122449","81.63265306122449","1127.1020408163265","1127.1020408163265","black","experiment","legacy","legacy","legacy","0","uniform","0","undefined","0","left","48","48","48","0","0","48","48","0","0","NA","48","48","48","0","48","0","Sat Oct 24 21:31:04 2020","The main experiment item","yes","NA","SternbergTask.osexp","C:/Users/chelsea/OneDrive - Tarleton State University/psych 5316- adv/Sternberg test","no","mono","no","18","no","white","no","yes","768","legacy","36","11","C:/Users/chelsea/OneDrive - Tarleton State University/psych 5316- adv/Sternberg test/subject-2 JH.csv","legacy","9 5 8 1","Lentiform Loewenfeld","3.3.3","2","y","0","right","left","left","right","NA","1342","163467","1044761","1342","NA","2","legacy","4","1024","2","48000","-16","experiment","1","odd","5","1569461","1565957","1567244","31471","1324563","1567250","1539976","31499","279799","NA","1571465","1572810","1568257","194969","1571465","NA","Sternberg Task","40","55228","49","yes","1024"
"82","82","1132.66","1132.66","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","49","49","49","0","0","49","49","0","0","NA","49","49","49","0","49","0","Sat Oct 24 21:31:04 2020","The main experiment item","yes","NA","SternbergTask.osexp","C:/Users/chelsea/OneDrive - Tarleton State University/psych 5316- adv/Sternberg test","no","mono","no","18","no","white","no","yes","768","legacy","37","11","C:/Users/chelsea/OneDrive - Tarleton State University/psych 5316- adv/Sternberg test/subject-2 JH.csv","legacy","1 6 4","Lentiform Loewenfeld","3.3.3","0","n","0","right","left","left","right","NA","1405","163467","1044761","1405","NA","2","legacy","3","1024","2","48000","-16","experiment","1","odd","7","1576372","1565957","1574157","31471","1324563","1574162","1572865","31499","279799","NA","1578377","1579787","1575166","194969","1578377","NA","Sternberg Task","41","56633","50","yes","1024"
"80.3921568627451","80.3921568627451","1129.7058823529412","1129.7058823529412","black","experiment","legacy","legacy","legacy","0","uniform","0","undefined","0","left","50","50","50","0","0","50","50","0","0","NA","50","50","50","0","50","0","Sat Oct 24 21:31:04 2020","The main experiment item","yes","NA","SternbergTask.osexp","C:/Users/chelsea/OneDrive - Tarleton State University/psych 5316- adv/Sternberg test","no","mono","no","18","no","white","no","yes","768","legacy","38","11","C:/Users/chelsea/OneDrive - Tarleton State University/psych 5316- adv/Sternberg test/subject-2 JH.csv","legacy","3 9 7 6 4","Lentiform Loewenfeld","3.3.3","3","y","0","right","left","left","right","NA","982","163467","1044761","982","NA","2","legacy","5","1024","2","48000","-16","experiment","1","odd","7","1583341","1579844","1581127","31471","1324563","1581131","1572865","31499","279799","NA","1585344","1586329","1582136","194969","1585344","NA","Sternberg Task","41","57615","51","yes","1024"
"80.76923076923077","80.76923076923077","1123.2884615384614","1123.2884615384614","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","51","51","51","0","0","51","51","0","0","NA","51","51","51","0","51","0","Sat Oct 24 21:31:04 2020","The main experiment item","yes","NA","SternbergTask.osexp","C:/Users/chelsea/OneDrive - Tarleton State University/psych 5316- adv/Sternberg test","no","mono","no","18","no","white","no","yes","768","legacy","39","11","C:/Users/chelsea/OneDrive - Tarleton State University/psych 5316- adv/Sternberg test/subject-2 JH.csv","legacy","8 5 4 2 9 6","Lentiform Loewenfeld","3.3.3","0","n","0","right","left","left","right","NA","796","163467","1044761","796","NA","2","legacy","6","1024","2","48000","-16","experiment","1","odd","3","1589907","1579844","1587691","31471","1324563","1587696","1586390","31499","279799","NA","1591912","1592711","1588701","194969","1591912","NA","Sternberg Task","42","58411","52","yes","1024"
"81.13207547169812","81.13207547169812","1121","1121","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","52","52","52","0","0","52","52","0","0","NA","52","52","52","0","52","0","Sat Oct 24 21:31:04 2020","The main experiment item","yes","NA","SternbergTask.osexp","C:/Users/chelsea/OneDrive - Tarleton State University/psych 5316- adv/Sternberg test","no","mono","no","18","no","white","no","yes","768","legacy","40","11","C:/Users/chelsea/OneDrive - Tarleton State University/psych 5316- adv/Sternberg test/subject-2 JH.csv","legacy","1 4 9 3 2 5","Lentiform Loewenfeld","3.3.3","3","y","0","left","left","left","left","NA","1002","163467","1044761","1002","NA","2","legacy","6","1024","2","48000","-16","experiment","1","odd","9","1596270","1592757","1594055","31471","1324563","1594059","1586390","31499","279799","NA","1598274","1599279","1595063","194969","1598274","NA","Sternberg Task","43","59413","53","yes","1024"
"81.48148148148148","81.48148148148148","1114.4814814814815","1114.4814814814815","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","53","53","53","0","0","53","53","0","0","NA","53","53","53","0","53","0","Sat Oct 24 21:31:04 2020","The main experiment item","yes","NA","SternbergTask.osexp","C:/Users/chelsea/OneDrive - Tarleton State University/psych 5316- adv/Sternberg test","no","mono","no","18","no","white","no","yes","768","legacy","41","11","C:/Users/chelsea/OneDrive - Tarleton State University/psych 5316- adv/Sternberg test/subject-2 JH.csv","legacy","9 5 3 8 4","Lentiform Loewenfeld","3.3.3","1","y","0","left","left","left","left","NA","769","163467","1044761","769","NA","2","legacy","5","1024","2","48000","-16","experiment","1","odd","9","1602822","1599311","1600606","31471","1324563","1600613","1586390","31499","279799","NA","1604826","1605598","1601617","194969","1604826","NA","Sternberg Task","44","60182","54","yes","1024"
"81.81818181818181","81.81818181818181","1111.7818181818182","1111.7818181818182","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","54","54","54","0","0","54","54","0","0","NA","54","54","54","0","54","0","Sat Oct 24 21:31:04 2020","The main experiment item","yes","NA","SternbergTask.osexp","C:/Users/chelsea/OneDrive - Tarleton State University/psych 5316- adv/Sternberg test","no","mono","no","18","no","white","no","yes","768","legacy","42","11","C:/Users/chelsea/OneDrive - Tarleton State University/psych 5316- adv/Sternberg test/subject-2 JH.csv","legacy","8 9 6 1","Lentiform Loewenfeld","3.3.3","2","y","0","left","left","left","left","NA","966","163467","1044761","966","NA","2","legacy","4","1024","2","48000","-16","experiment","1","odd","9","1609176","1605676","1606961","31471","1324563","1606966","1586390","31499","279799","NA","1611180","1612149","1607971","194969","1611180","NA","Sternberg Task","45","61148","55","yes","1024"
"82.14285714285714","82.14285714285714","1108.392857142857","1108.392857142857","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","55","55","55","0","0","55","55","0","0","NA","55","55","55","0","55","0","Sat Oct 24 21:31:04 2020","The main experiment item","yes","NA","SternbergTask.osexp","C:/Users/chelsea/OneDrive - Tarleton State University/psych 5316- adv/Sternberg test","no","mono","no","18","no","white","no","yes","768","legacy","43","11","C:/Users/chelsea/OneDrive - Tarleton State University/psych 5316- adv/Sternberg test/subject-2 JH.csv","legacy","6 2 9 3 8 4","Lentiform Loewenfeld","3.3.3","0","n","0","right","left","left","right","NA","922","163467","1044761","922","NA","2","legacy","6","1024","2","48000","-16","experiment","1","odd","1","1615690","1612188","1613475","31471","1324563","1613481","1586390","31499","279799","NA","1617695","1618622","1614486","194969","1617694","NA","Sternberg Task","46","62070","56","yes","1024"
"82.45614035087719","82.45614035087719","1109.0526315789473","1109.0526315789473","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","56","56","56","0","0","56","56","0","0","NA","56","56","56","0","56","0","Sat Oct 24 21:31:04 2020","The main experiment item","yes","NA","SternbergTask.osexp","C:/Users/chelsea/OneDrive - Tarleton State University/psych 5316- adv/Sternberg test","no","mono","no","18","no","white","no","yes","768","legacy","44","11","C:/Users/chelsea/OneDrive - Tarleton State University/psych 5316- adv/Sternberg test/subject-2 JH.csv","legacy","1 7 8 3 9","Lentiform Loewenfeld","3.3.3","0","n","0","right","left","left","right","NA","1146","163467","1044761","1146","NA","2","legacy","5","1024","2","48000","-16","experiment","1","odd","2","1622178","1618677","1619964","31471","1324563","1619969","1586390","31499","279799","NA","1624182","1625331","1620973","194969","1624182","NA","Sternberg Task","47","63216","57","yes","1024"
"82.75862068965517","82.75862068965517","1103.8793103448277","1103.8793103448277","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","57","57","57","0","0","57","57","0","0","NA","57","57","57","0","57","0","Sat Oct 24 21:31:04 2020","The main experiment item","yes","NA","SternbergTask.osexp","C:/Users/chelsea/OneDrive - Tarleton State University/psych 5316- adv/Sternberg test","no","mono","no","18","no","white","no","yes","768","legacy","45","11","C:/Users/chelsea/OneDrive - Tarleton State University/psych 5316- adv/Sternberg test/subject-2 JH.csv","legacy","3 5 4 7","Lentiform Loewenfeld","3.3.3","1","y","0","left","left","left","left","NA","809","163467","1044761","809","NA","2","legacy","4","1024","2","48000","-16","experiment","1","odd","3","1628873","1625366","1626659","31471","1324563","1626664","1586390","31499","279799","NA","1630878","1631692","1627668","194969","1630878","NA","Sternberg Task","48","64025","58","yes","1024"
"83.05084745762711","83.05084745762711","1099.6610169491526","1099.6610169491526","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","58","58","58","0","0","58","58","0","0","NA","58","58","58","0","58","0","Sat Oct 24 21:31:04 2020","The main experiment item","yes","NA","SternbergTask.osexp","C:/Users/chelsea/OneDrive - Tarleton State University/psych 5316- adv/Sternberg test","no","mono","no","18","no","white","no","yes","768","legacy","46","11","C:/Users/chelsea/OneDrive - Tarleton State University/psych 5316- adv/Sternberg test/subject-2 JH.csv","legacy","1 6 4 3 9 7","Lentiform Loewenfeld","3.3.3","0","n","0","right","left","left","right","NA","855","163467","1044761","855","NA","2","legacy","6","1024","2","48000","-16","experiment","1","odd","8","1635273","1631766","1633056","31471","1324563","1633062","1586390","31499","279799","NA","1637279","1638139","1634066","194969","1637278","NA","Sternberg Task","49","64880","59","yes","1024"
"83.33333333333333","83.33333333333333","1093.7333333333333","1093.7333333333333","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","59","59","59","0","0","59","59","0","0","NA","59","59","59","0","59","0","Sat Oct 24 21:31:04 2020","The main experiment item","yes","NA","SternbergTask.osexp","C:/Users/chelsea/OneDrive - Tarleton State University/psych 5316- adv/Sternberg test","no","mono","no","18","no","white","no","yes","768","legacy","47","11","C:/Users/chelsea/OneDrive - Tarleton State University/psych 5316- adv/Sternberg test/subject-2 JH.csv","legacy","9","Lentiform Loewenfeld","3.3.3","0","n","0","right","left","left","right","NA","744","163467","1044761","744","NA","2","legacy","1","1024","2","48000","-16","experiment","1","odd","6","1641729","1638222","1639513","31471","1324563","1639519","1586390","31499","279799","NA","1643733","1644481","1640523","194969","1643732","NA","Sternberg Task","50","65624","60","yes","1024"
