"acc","accuracy","average_response_time","avg_rt","background","canvas_backend","clock_backend","color_backend","compensation","condition","coordinates","correct","correct_Instructions1","correct_keyboard_response","correct_response","count_Block1","count_Block2","count_Block3","count_ISI","count_Instructions1","count_Instructions2","count_Instructions3","count_Sequence","count_errorFeedback","count_experiment","count_faster","count_finish","count_fixation","count_getting_started","count_keyboard_response","count_logger","count_new_loop","count_new_sketchpad","count_stimulus","count_welcome","datetime","deadline","description","disable_garbage_collection","empty_column","experiment_file","experiment_path","font_bold","font_family","font_italic","font_size","font_underline","foreground","form_clicks","fullscreen","height","keyboard_backend","live_row","live_row_Block1","logfile","mouse_backend","opensesame_codename","opensesame_version","repeat_cycle","response","response_Instructions1","response_Instructions2","response_Instructions3","response_finish","response_keyboard_response","response_new_sketchpad","response_time","response_time_Instructions1","response_time_Instructions2","response_time_Instructions3","response_time_finish","response_time_keyboard_response","response_time_new_sketchpad","response_time_welcome","response_welcome","round_decimals","sampler_backend","sound_buf_size","sound_channels","sound_freq","sound_sample_size","start","stimulus","subject_nr","subject_parity","time_Block1","time_Block2","time_Block3","time_ISI","time_Instructions1","time_Instructions2","time_Instructions3","time_Sequence","time_errorFeedback","time_experiment","time_faster","time_finish","time_fixation","time_getting_started","time_keyboard_response","time_logger","time_new_loop","time_new_sketchpad","time_stimulus","time_welcome","title","total_correct","total_response_time","total_responses","uniform_coordinates","width"
"79.16666666666667","79.16666666666667","331.125","331.125","black","legacy","legacy","legacy","0","congruent","uniform","1","undefined","1","s","0","0","0","47","0","0","0","47","47","0","47","0","47","0","47","47","NA","NA","47","0","Sun Sep 25 14:32:14 2022","1500","The main experiment item","yes","NA","KH-Subject-1.osexp","/Users/keelihatcher/Desktop/Tarleton M.D./Advanced Quantitative Methods & Experimental Design","no","mono","no","18","no","white","no","no","768","legacy","47","47","/Users/keelihatcher/Desktop/Tarleton M.D./Advanced Quantitative Methods & Experimental Design/KH-subject-1.csv","legacy","Lentiform Loewenfeld","3.3.12","0","s","s","NA","NA","NA","s","NA","276","59829","NA","NA","NA","276","NA","NA","NA","2","legacy","1024","2","48000","-16","experiment","SSSSS","1","odd","61790","NA","NA","137525","1942","NA","NA","138603","135466","1801","NA","NA","138607","NA","138711","138988","NA","NA","138711","NA","Flanker Task","38","15894","48","yes","1024"
"77.55102040816327","77.55102040816327","331.59183673469386","331.59183673469386","black","legacy","legacy","legacy","0","incongruent","uniform","0","undefined","0","h","0","0","0","48","0","0","0","48","48","0","48","0","48","0","48","48","NA","NA","48","0","Sun Sep 25 14:32:14 2022","1500","The main experiment item","yes","NA","KH-Subject-1.osexp","/Users/keelihatcher/Desktop/Tarleton M.D./Advanced Quantitative Methods & Experimental Design","no","mono","no","18","no","white","no","no","768","legacy","48","48","/Users/keelihatcher/Desktop/Tarleton M.D./Advanced Quantitative Methods & Experimental Design/KH-subject-1.csv","legacy","Lentiform Loewenfeld","3.3.12","0","s","s","NA","NA","NA","s","NA","354","59829","NA","NA","NA","354","NA","NA","NA","2","legacy","1024","2","48000","-16","experiment","SSHSS","1","odd","61790","NA","NA","138992","1942","NA","NA","140068","135466","1801","NA","NA","140072","NA","140177","140531","NA","NA","140177","NA","Flanker Task","38","16248","49","yes","1024"
"78","78","331.86","331.86","black","legacy","legacy","legacy","0","incongruent","uniform","1","undefined","1","h","0","0","0","49","0","0","0","49","49","0","49","0","49","0","49","49","NA","NA","49","0","Sun Sep 25 14:32:14 2022","1500","The main experiment item","yes","NA","KH-Subject-1.osexp","/Users/keelihatcher/Desktop/Tarleton M.D./Advanced Quantitative Methods & Experimental Design","no","mono","no","18","no","white","no","no","768","legacy","49","49","/Users/keelihatcher/Desktop/Tarleton M.D./Advanced Quantitative Methods & Experimental Design/KH-subject-1.csv","legacy","Lentiform Loewenfeld","3.3.12","0","h","s","NA","NA","NA","h","NA","345","59829","NA","NA","NA","345","NA","NA","NA","2","legacy","1024","2","48000","-16","experiment","SSHSS","1","odd","61790","NA","NA","141045","1942","NA","NA","142122","140536","1801","NA","NA","142126","NA","142232","142578","NA","NA","142232","NA","Flanker Task","39","16593","50","yes","1024"
"78.43137254901961","78.43137254901961","335.29411764705884","335.29411764705884","black","legacy","legacy","legacy","0","incongruent","uniform","1","undefined","1","h","0","0","0","50","0","0","0","50","50","0","50","0","50","0","50","50","NA","NA","50","0","Sun Sep 25 14:32:14 2022","1500","The main experiment item","yes","NA","KH-Subject-1.osexp","/Users/keelihatcher/Desktop/Tarleton M.D./Advanced Quantitative Methods & Experimental Design","no","mono","no","18","no","white","no","no","768","legacy","50","50","/Users/keelihatcher/Desktop/Tarleton M.D./Advanced Quantitative Methods & Experimental Design/KH-subject-1.csv","legacy","Lentiform Loewenfeld","3.3.12","0","h","s","NA","NA","NA","h","NA","507","59829","NA","NA","NA","507","NA","NA","NA","2","legacy","1024","2","48000","-16","experiment","SSHSS","1","odd","61790","NA","NA","142582","1942","NA","NA","143655","140536","1801","NA","NA","143659","NA","143764","144272","NA","NA","143764","NA","Flanker Task","40","17100","51","yes","1024"
"78.84615384615384","78.84615384615384","334.7307692307692","334.7307692307692","black","legacy","legacy","legacy","0","congruent","uniform","1","undefined","1","s","0","0","0","51","0","0","0","51","51","0","51","0","51","0","51","51","NA","NA","51","0","Sun Sep 25 14:32:14 2022","1500","The main experiment item","yes","NA","KH-Subject-1.osexp","/Users/keelihatcher/Desktop/Tarleton M.D./Advanced Quantitative Methods & Experimental Design","no","mono","no","18","no","white","no","no","768","legacy","51","51","/Users/keelihatcher/Desktop/Tarleton M.D./Advanced Quantitative Methods & Experimental Design/KH-subject-1.csv","legacy","Lentiform Loewenfeld","3.3.12","0","s","s","NA","NA","NA","s","NA","306","59829","NA","NA","NA","306","NA","NA","NA","2","legacy","1024","2","48000","-16","experiment","SSSSS","1","odd","61790","NA","NA","144276","1942","NA","NA","145353","140536","1801","NA","NA","145357","NA","145462","145769","NA","NA","145462","NA","Flanker Task","41","17406","52","yes","1024"
"79.24528301886792","79.24528301886792","336.24528301886795","336.24528301886795","black","legacy","legacy","legacy","0","incongruent","uniform","1","undefined","1","h","0","0","0","52","0","0","0","52","52","0","52","0","52","0","52","52","NA","NA","52","0","Sun Sep 25 14:32:14 2022","1500","The main experiment item","yes","NA","KH-Subject-1.osexp","/Users/keelihatcher/Desktop/Tarleton M.D./Advanced Quantitative Methods & Experimental Design","no","mono","no","18","no","white","no","no","768","legacy","52","52","/Users/keelihatcher/Desktop/Tarleton M.D./Advanced Quantitative Methods & Experimental Design/KH-subject-1.csv","legacy","Lentiform Loewenfeld","3.3.12","0","h","s","NA","NA","NA","h","NA","415","59829","NA","NA","NA","415","NA","NA","NA","2","legacy","1024","2","48000","-16","experiment","SSHSS","1","odd","61790","NA","NA","145773","1942","NA","NA","146851","140536","1801","NA","NA","146860","NA","146965","147380","NA","NA","146965","NA","Flanker Task","42","17821","53","yes","1024"
"79.62962962962963","79.62962962962963","339.51851851851853","339.51851851851853","black","legacy","legacy","legacy","0","incongruent","uniform","1","undefined","1","s","0","0","0","53","0","0","0","53","53","0","53","0","53","0","53","53","NA","NA","53","0","Sun Sep 25 14:32:14 2022","1500","The main experiment item","yes","NA","KH-Subject-1.osexp","/Users/keelihatcher/Desktop/Tarleton M.D./Advanced Quantitative Methods & Experimental Design","no","mono","no","18","no","white","no","no","768","legacy","53","53","/Users/keelihatcher/Desktop/Tarleton M.D./Advanced Quantitative Methods & Experimental Design/KH-subject-1.csv","legacy","Lentiform Loewenfeld","3.3.12","0","s","s","NA","NA","NA","s","NA","513","59829","NA","NA","NA","513","NA","NA","NA","2","legacy","1024","2","48000","-16","experiment","HHSHH","1","odd","61790","NA","NA","147384","1942","NA","NA","148462","140536","1801","NA","NA","148466","NA","148571","149085","NA","NA","148571","NA","Flanker Task","43","18334","54","yes","1024"
"80","80","339.07272727272726","339.07272727272726","black","legacy","legacy","legacy","0","incongruent","uniform","1","undefined","1","h","0","0","0","54","0","0","0","54","54","0","54","0","54","0","54","54","NA","NA","54","0","Sun Sep 25 14:32:14 2022","1500","The main experiment item","yes","NA","KH-Subject-1.osexp","/Users/keelihatcher/Desktop/Tarleton M.D./Advanced Quantitative Methods & Experimental Design","no","mono","no","18","no","white","no","no","768","legacy","54","54","/Users/keelihatcher/Desktop/Tarleton M.D./Advanced Quantitative Methods & Experimental Design/KH-subject-1.csv","legacy","Lentiform Loewenfeld","3.3.12","0","h","s","NA","NA","NA","h","NA","315","59829","NA","NA","NA","315","NA","NA","NA","2","legacy","1024","2","48000","-16","experiment","SSHSS","1","odd","61790","NA","NA","149089","1942","NA","NA","150168","140536","1801","NA","NA","150172","NA","150278","150594","NA","NA","150278","NA","Flanker Task","44","18649","55","yes","1024"
"78.57142857142857","78.57142857142857","342.10714285714283","342.10714285714283","black","legacy","legacy","legacy","0","congruent","uniform","0","undefined","0","h","0","0","0","55","0","0","0","55","55","0","55","0","55","0","55","55","NA","NA","55","0","Sun Sep 25 14:32:14 2022","1500","The main experiment item","yes","NA","KH-Subject-1.osexp","/Users/keelihatcher/Desktop/Tarleton M.D./Advanced Quantitative Methods & Experimental Design","no","mono","no","18","no","white","no","no","768","legacy","55","55","/Users/keelihatcher/Desktop/Tarleton M.D./Advanced Quantitative Methods & Experimental Design/KH-subject-1.csv","legacy","Lentiform Loewenfeld","3.3.12","0","s","s","NA","NA","NA","s","NA","509","59829","NA","NA","NA","509","NA","NA","NA","2","legacy","1024","2","48000","-16","experiment","HHHHH","1","odd","61790","NA","NA","150598","1942","NA","NA","151671","140536","1801","NA","NA","151675","NA","151780","152290","NA","NA","151780","NA","Flanker Task","44","19158","56","yes","1024"
"77.19298245614036","77.19298245614036","341.57894736842104","341.57894736842104","black","legacy","legacy","legacy","0","incongruent","uniform","0","undefined","0","h","0","0","0","56","0","0","0","56","56","0","56","0","56","0","56","56","NA","NA","56","0","Sun Sep 25 14:32:14 2022","1500","The main experiment item","yes","NA","KH-Subject-1.osexp","/Users/keelihatcher/Desktop/Tarleton M.D./Advanced Quantitative Methods & Experimental Design","no","mono","no","18","no","white","no","no","768","legacy","56","56","/Users/keelihatcher/Desktop/Tarleton M.D./Advanced Quantitative Methods & Experimental Design/KH-subject-1.csv","legacy","Lentiform Loewenfeld","3.3.12","0","s","s","NA","NA","NA","s","NA","312","59829","NA","NA","NA","312","NA","NA","NA","2","legacy","1024","2","48000","-16","experiment","SSHSS","1","odd","61790","NA","NA","152805","1942","NA","NA","153883","152294","1801","NA","NA","153887","NA","153992","154305","NA","NA","153992","NA","Flanker Task","44","19470","57","yes","1024"
"77.58620689655173","77.58620689655173","342.44827586206895","342.44827586206895","black","legacy","legacy","legacy","0","congruent","uniform","1","undefined","1","s","0","0","0","57","0","0","0","57","57","0","57","0","57","0","57","57","NA","NA","57","0","Sun Sep 25 14:32:14 2022","1500","The main experiment item","yes","NA","KH-Subject-1.osexp","/Users/keelihatcher/Desktop/Tarleton M.D./Advanced Quantitative Methods & Experimental Design","no","mono","no","18","no","white","no","no","768","legacy","57","57","/Users/keelihatcher/Desktop/Tarleton M.D./Advanced Quantitative Methods & Experimental Design/KH-subject-1.csv","legacy","Lentiform Loewenfeld","3.3.12","0","s","s","NA","NA","NA","s","NA","392","59829","NA","NA","NA","392","NA","NA","NA","2","legacy","1024","2","48000","-16","experiment","SSSSS","1","odd","61790","NA","NA","154818","1942","NA","NA","155893","154309","1801","NA","NA","155897","NA","156002","156394","NA","NA","156002","NA","Flanker Task","45","19862","58","yes","1024"
"77.96610169491525","77.96610169491525","343.5593220338983","343.5593220338983","black","legacy","legacy","legacy","0","incongruent","uniform","1","undefined","1","s","0","0","0","58","0","0","0","58","58","0","58","0","58","0","58","58","NA","NA","58","0","Sun Sep 25 14:32:14 2022","1500","The main experiment item","yes","NA","KH-Subject-1.osexp","/Users/keelihatcher/Desktop/Tarleton M.D./Advanced Quantitative Methods & Experimental Design","no","mono","no","18","no","white","no","no","768","legacy","58","58","/Users/keelihatcher/Desktop/Tarleton M.D./Advanced Quantitative Methods & Experimental Design/KH-subject-1.csv","legacy","Lentiform Loewenfeld","3.3.12","0","s","s","NA","NA","NA","s","NA","408","59829","NA","NA","NA","408","NA","NA","NA","2","legacy","1024","2","48000","-16","experiment","HHSHH","1","odd","61790","NA","NA","156399","1942","NA","NA","157479","154309","1801","NA","NA","157483","NA","157588","157996","NA","NA","157588","NA","Flanker Task","46","20270","59","yes","1024"
"78.33333333333333","78.33333333333333","343.8333333333333","343.8333333333333","black","legacy","legacy","legacy","0","congruent","uniform","1","undefined","1","s","0","0","0","59","0","0","0","59","59","0","59","0","59","0","59","59","NA","NA","59","0","Sun Sep 25 14:32:14 2022","1500","The main experiment item","yes","NA","KH-Subject-1.osexp","/Users/keelihatcher/Desktop/Tarleton M.D./Advanced Quantitative Methods & Experimental Design","no","mono","no","18","no","white","no","no","768","legacy","59","59","/Users/keelihatcher/Desktop/Tarleton M.D./Advanced Quantitative Methods & Experimental Design/KH-subject-1.csv","legacy","Lentiform Loewenfeld","3.3.12","0","s","s","NA","NA","NA","s","NA","360","59829","NA","NA","NA","360","NA","NA","NA","2","legacy","1024","2","48000","-16","experiment","SSSSS","1","odd","61790","NA","NA","158001","1942","NA","NA","159073","154309","1801","NA","NA","159077","NA","159181","159541","NA","NA","159181","NA","Flanker Task","47","20630","60","yes","1024"
"78.68852459016394","78.68852459016394","345.62295081967216","345.62295081967216","black","legacy","legacy","legacy","0","incongruent","uniform","1","undefined","1","s","0","0","0","60","0","0","0","60","60","0","60","0","60","0","60","60","NA","NA","60","0","Sun Sep 25 14:32:14 2022","1500","The main experiment item","yes","NA","KH-Subject-1.osexp","/Users/keelihatcher/Desktop/Tarleton M.D./Advanced Quantitative Methods & Experimental Design","no","mono","no","18","no","white","no","no","768","legacy","60","60","/Users/keelihatcher/Desktop/Tarleton M.D./Advanced Quantitative Methods & Experimental Design/KH-subject-1.csv","legacy","Lentiform Loewenfeld","3.3.12","0","s","s","NA","NA","NA","s","NA","453","59829","NA","NA","NA","453","NA","NA","NA","2","legacy","1024","2","48000","-16","experiment","HHSHH","1","odd","61790","NA","NA","159546","1942","NA","NA","160624","154309","1801","NA","NA","160628","NA","160733","161187","NA","NA","160733","NA","Flanker Task","48","21083","61","yes","1024"
"79.03225806451613","79.03225806451613","346.2741935483871","346.2741935483871","black","legacy","legacy","legacy","0","incongruent","uniform","1","undefined","1","s","0","0","0","61","0","0","0","61","61","0","61","0","61","0","61","61","NA","NA","61","0","Sun Sep 25 14:32:14 2022","1500","The main experiment item","yes","NA","KH-Subject-1.osexp","/Users/keelihatcher/Desktop/Tarleton M.D./Advanced Quantitative Methods & Experimental Design","no","mono","no","18","no","white","no","no","768","legacy","61","61","/Users/keelihatcher/Desktop/Tarleton M.D./Advanced Quantitative Methods & Experimental Design/KH-subject-1.csv","legacy","Lentiform Loewenfeld","3.3.12","0","s","s","NA","NA","NA","s","NA","386","59829","NA","NA","NA","386","NA","NA","NA","2","legacy","1024","2","48000","-16","experiment","HHSHH","1","odd","61790","NA","NA","161191","1942","NA","NA","162257","154309","1801","NA","NA","162261","NA","162366","162753","NA","NA","162366","NA","Flanker Task","49","21469","62","yes","1024"
"79.36507936507937","79.36507936507937","347.1587301587302","347.1587301587302","black","legacy","legacy","legacy","0","congruent","uniform","1","undefined","1","h","0","0","0","62","0","0","0","62","62","0","62","0","62","0","62","62","NA","NA","62","0","Sun Sep 25 14:32:14 2022","1500","The main experiment item","yes","NA","KH-Subject-1.osexp","/Users/keelihatcher/Desktop/Tarleton M.D./Advanced Quantitative Methods & Experimental Design","no","mono","no","18","no","white","no","no","768","legacy","62","62","/Users/keelihatcher/Desktop/Tarleton M.D./Advanced Quantitative Methods & Experimental Design/KH-subject-1.csv","legacy","Lentiform Loewenfeld","3.3.12","0","h","s","NA","NA","NA","h","NA","402","59829","NA","NA","NA","402","NA","NA","NA","2","legacy","1024","2","48000","-16","experiment","HHHHH","1","odd","61790","NA","NA","162757","1942","NA","NA","163829","154309","1801","NA","NA","163833","NA","163938","164341","NA","NA","163938","NA","Flanker Task","50","21871","63","yes","1024"
"79.6875","79.6875","347.90625","347.90625","black","legacy","legacy","legacy","0","incongruent","uniform","1","undefined","1","h","0","0","0","63","0","0","0","63","63","0","63","0","63","0","63","63","NA","NA","63","0","Sun Sep 25 14:32:14 2022","1500","The main experiment item","yes","NA","KH-Subject-1.osexp","/Users/keelihatcher/Desktop/Tarleton M.D./Advanced Quantitative Methods & Experimental Design","no","mono","no","18","no","white","no","no","768","legacy","63","63","/Users/keelihatcher/Desktop/Tarleton M.D./Advanced Quantitative Methods & Experimental Design/KH-subject-1.csv","legacy","Lentiform Loewenfeld","3.3.12","0","h","s","NA","NA","NA","h","NA","395","59829","NA","NA","NA","395","NA","NA","NA","2","legacy","1024","2","48000","-16","experiment","SSHSS","1","odd","61790","NA","NA","164345","1942","NA","NA","165419","154309","1801","NA","NA","165423","NA","165528","165924","NA","NA","165528","NA","Flanker Task","51","22266","64","yes","1024"
"78.46153846153847","78.46153846153847","347.18461538461537","347.18461538461537","black","legacy","legacy","legacy","0","congruent","uniform","0","undefined","0","h","0","0","0","64","0","0","0","64","64","0","64","0","64","0","64","64","NA","NA","64","0","Sun Sep 25 14:32:14 2022","1500","The main experiment item","yes","NA","KH-Subject-1.osexp","/Users/keelihatcher/Desktop/Tarleton M.D./Advanced Quantitative Methods & Experimental Design","no","mono","no","18","no","white","no","no","768","legacy","64","64","/Users/keelihatcher/Desktop/Tarleton M.D./Advanced Quantitative Methods & Experimental Design/KH-subject-1.csv","legacy","Lentiform Loewenfeld","3.3.12","0","s","s","NA","NA","NA","s","NA","301","59829","NA","NA","NA","301","NA","NA","NA","2","legacy","1024","2","48000","-16","experiment","HHHHH","1","odd","61790","NA","NA","165928","1942","NA","NA","167004","154309","1801","NA","NA","167008","NA","167113","167415","NA","NA","167113","NA","Flanker Task","51","22567","65","yes","1024"
"78.78787878787878","78.78787878787878","347.8333333333333","347.8333333333333","black","legacy","legacy","legacy","0","congruent","uniform","1","undefined","1","h","0","0","0","65","0","0","0","65","65","0","65","0","65","0","65","65","NA","NA","65","0","Sun Sep 25 14:32:14 2022","1500","The main experiment item","yes","NA","KH-Subject-1.osexp","/Users/keelihatcher/Desktop/Tarleton M.D./Advanced Quantitative Methods & Experimental Design","no","mono","no","18","no","white","no","no","768","legacy","65","65","/Users/keelihatcher/Desktop/Tarleton M.D./Advanced Quantitative Methods & Experimental Design/KH-subject-1.csv","legacy","Lentiform Loewenfeld","3.3.12","0","h","s","NA","NA","NA","h","NA","390","59829","NA","NA","NA","390","NA","NA","NA","2","legacy","1024","2","48000","-16","experiment","HHHHH","1","odd","61790","NA","NA","167928","1942","NA","NA","169006","167419","1801","NA","NA","169010","NA","169115","169506","NA","NA","169115","NA","Flanker Task","52","22957","66","yes","1024"
"79.1044776119403","79.1044776119403","347.25373134328356","347.25373134328356","black","legacy","legacy","legacy","0","congruent","uniform","1","undefined","1","s","0","0","0","66","0","0","0","66","66","0","66","0","66","0","66","66","NA","NA","66","0","Sun Sep 25 14:32:14 2022","1500","The main experiment item","yes","NA","KH-Subject-1.osexp","/Users/keelihatcher/Desktop/Tarleton M.D./Advanced Quantitative Methods & Experimental Design","no","mono","no","18","no","white","no","no","768","legacy","66","66","/Users/keelihatcher/Desktop/Tarleton M.D./Advanced Quantitative Methods & Experimental Design/KH-subject-1.csv","legacy","Lentiform Loewenfeld","3.3.12","0","s","s","NA","NA","NA","s","NA","309","59829","NA","NA","NA","309","NA","NA","NA","2","legacy","1024","2","48000","-16","experiment","SSSSS","1","odd","61790","NA","NA","169510","1942","NA","NA","170574","167419","1801","NA","NA","170578","NA","170683","170993","NA","NA","170683","NA","Flanker Task","53","23266","67","yes","1024"
"79.41176470588235","79.41176470588235","347.97058823529414","347.97058823529414","black","legacy","legacy","legacy","0","congruent","uniform","1","undefined","1","s","0","0","0","67","0","0","0","67","67","0","67","0","67","0","67","67","NA","NA","67","0","Sun Sep 25 14:32:14 2022","1500","The main experiment item","yes","NA","KH-Subject-1.osexp","/Users/keelihatcher/Desktop/Tarleton M.D./Advanced Quantitative Methods & Experimental Design","no","mono","no","18","no","white","no","no","768","legacy","67","67","/Users/keelihatcher/Desktop/Tarleton M.D./Advanced Quantitative Methods & Experimental Design/KH-subject-1.csv","legacy","Lentiform Loewenfeld","3.3.12","0","s","s","NA","NA","NA","s","NA","396","59829","NA","NA","NA","396","NA","NA","NA","2","legacy","1024","2","48000","-16","experiment","SSSSS","1","odd","61790","NA","NA","170997","1942","NA","NA","172074","167419","1801","NA","NA","172078","NA","172183","172579","NA","NA","172183","NA","Flanker Task","54","23662","68","yes","1024"
"79.71014492753623","79.71014492753623","347.60869565217394","347.60869565217394","black","legacy","legacy","legacy","0","congruent","uniform","1","undefined","1","h","0","0","0","68","0","0","0","68","68","0","68","0","68","0","68","68","NA","NA","68","0","Sun Sep 25 14:32:14 2022","1500","The main experiment item","yes","NA","KH-Subject-1.osexp","/Users/keelihatcher/Desktop/Tarleton M.D./Advanced Quantitative Methods & Experimental Design","no","mono","no","18","no","white","no","no","768","legacy","68","68","/Users/keelihatcher/Desktop/Tarleton M.D./Advanced Quantitative Methods & Experimental Design/KH-subject-1.csv","legacy","Lentiform Loewenfeld","3.3.12","0","h","s","NA","NA","NA","h","NA","323","59829","NA","NA","NA","323","NA","NA","NA","2","legacy","1024","2","48000","-16","experiment","HHHHH","1","odd","61790","NA","NA","172583","1942","NA","NA","173662","167419","1801","NA","NA","173666","NA","173771","174094","NA","NA","173771","NA","Flanker Task","55","23985","69","yes","1024"
"80","80","346.8857142857143","346.8857142857143","black","legacy","legacy","legacy","0","incongruent","uniform","1","undefined","1","s","0","0","0","69","0","0","0","69","69","0","69","0","69","0","69","69","NA","NA","69","0","Sun Sep 25 14:32:14 2022","1500","The main experiment item","yes","NA","KH-Subject-1.osexp","/Users/keelihatcher/Desktop/Tarleton M.D./Advanced Quantitative Methods & Experimental Design","no","mono","no","18","no","white","no","no","768","legacy","69","69","/Users/keelihatcher/Desktop/Tarleton M.D./Advanced Quantitative Methods & Experimental Design/KH-subject-1.csv","legacy","Lentiform Loewenfeld","3.3.12","0","s","s","NA","NA","NA","s","NA","297","59829","NA","NA","NA","297","NA","NA","NA","2","legacy","1024","2","48000","-16","experiment","HHSHH","1","odd","61790","NA","NA","174099","1942","NA","NA","175178","167419","1801","NA","NA","175182","NA","175288","175586","NA","NA","175288","NA","Flanker Task","56","24282","70","yes","1024"
"80.28169014084507","80.28169014084507","347.2676056338028","347.2676056338028","black","legacy","legacy","legacy","0","congruent","uniform","1","undefined","1","s","0","0","0","70","0","0","0","70","70","0","70","0","70","0","70","70","NA","NA","70","0","Sun Sep 25 14:32:14 2022","1500","The main experiment item","yes","NA","KH-Subject-1.osexp","/Users/keelihatcher/Desktop/Tarleton M.D./Advanced Quantitative Methods & Experimental Design","no","mono","no","18","no","white","no","no","768","legacy","70","70","/Users/keelihatcher/Desktop/Tarleton M.D./Advanced Quantitative Methods & Experimental Design/KH-subject-1.csv","legacy","Lentiform Loewenfeld","3.3.12","0","s","s","NA","NA","NA","s","NA","374","59829","NA","NA","NA","374","NA","NA","NA","2","legacy","1024","2","48000","-16","experiment","SSSSS","1","odd","61790","NA","NA","175590","1942","NA","NA","176659","167419","1801","NA","NA","176663","NA","176769","177144","NA","NA","176769","NA","Flanker Task","57","24656","71","yes","1024"
"79.16666666666667","79.16666666666667","347.94444444444446","347.94444444444446","black","legacy","legacy","legacy","0","incongruent","uniform","0","undefined","0","h","0","0","0","71","0","0","0","71","71","0","71","0","71","0","71","71","NA","NA","71","0","Sun Sep 25 14:32:14 2022","1500","The main experiment item","yes","NA","KH-Subject-1.osexp","/Users/keelihatcher/Desktop/Tarleton M.D./Advanced Quantitative Methods & Experimental Design","no","mono","no","18","no","white","no","no","768","legacy","71","71","/Users/keelihatcher/Desktop/Tarleton M.D./Advanced Quantitative Methods & Experimental Design/KH-subject-1.csv","legacy","Lentiform Loewenfeld","3.3.12","0","s","s","NA","NA","NA","s","NA","396","59829","NA","NA","NA","396","NA","NA","NA","2","legacy","1024","2","48000","-16","experiment","SSHSS","1","odd","61790","NA","NA","177147","1942","NA","NA","178213","167419","1801","NA","NA","178216","NA","178321","178718","NA","NA","178321","NA","Flanker Task","57","25052","72","yes","1024"
"79.45205479452055","79.45205479452055","347.8493150684931","347.8493150684931","black","legacy","legacy","legacy","0","congruent","uniform","1","undefined","1","h","0","0","0","72","0","0","0","72","72","0","72","0","72","0","72","72","NA","NA","72","0","Sun Sep 25 14:32:14 2022","1500","The main experiment item","yes","NA","KH-Subject-1.osexp","/Users/keelihatcher/Desktop/Tarleton M.D./Advanced Quantitative Methods & Experimental Design","no","mono","no","18","no","white","no","no","768","legacy","72","72","/Users/keelihatcher/Desktop/Tarleton M.D./Advanced Quantitative Methods & Experimental Design/KH-subject-1.csv","legacy","Lentiform Loewenfeld","3.3.12","0","h","s","NA","NA","NA","h","NA","341","59829","NA","NA","NA","341","NA","NA","NA","2","legacy","1024","2","48000","-16","experiment","HHHHH","1","odd","61790","NA","NA","179231","1942","NA","NA","180307","178722","1801","NA","NA","180311","NA","180417","180758","NA","NA","180417","NA","Flanker Task","58","25393","73","yes","1024"
"79.72972972972973","79.72972972972973","348.72972972972974","348.72972972972974","black","legacy","legacy","legacy","0","congruent","uniform","1","undefined","1","s","0","0","0","73","0","0","0","73","73","0","73","0","73","0","73","73","NA","NA","73","0","Sun Sep 25 14:32:14 2022","1500","The main experiment item","yes","NA","KH-Subject-1.osexp","/Users/keelihatcher/Desktop/Tarleton M.D./Advanced Quantitative Methods & Experimental Design","no","mono","no","18","no","white","no","no","768","legacy","73","73","/Users/keelihatcher/Desktop/Tarleton M.D./Advanced Quantitative Methods & Experimental Design/KH-subject-1.csv","legacy","Lentiform Loewenfeld","3.3.12","0","s","s","NA","NA","NA","s","NA","413","59829","NA","NA","NA","413","NA","NA","NA","2","legacy","1024","2","48000","-16","experiment","SSSSS","1","odd","61790","NA","NA","180763","1942","NA","NA","181839","178722","1801","NA","NA","181843","NA","181948","182361","NA","NA","181948","NA","Flanker Task","59","25806","74","yes","1024"
"80","80","348.52","348.52","black","legacy","legacy","legacy","0","congruent","uniform","1","undefined","1","h","0","0","0","74","0","0","0","74","74","0","74","0","74","0","74","74","NA","NA","74","0","Sun Sep 25 14:32:14 2022","1500","The main experiment item","yes","NA","KH-Subject-1.osexp","/Users/keelihatcher/Desktop/Tarleton M.D./Advanced Quantitative Methods & Experimental Design","no","mono","no","18","no","white","no","no","768","legacy","74","74","/Users/keelihatcher/Desktop/Tarleton M.D./Advanced Quantitative Methods & Experimental Design/KH-subject-1.csv","legacy","Lentiform Loewenfeld","3.3.12","0","h","s","NA","NA","NA","h","NA","333","59829","NA","NA","NA","333","NA","NA","NA","2","legacy","1024","2","48000","-16","experiment","HHHHH","1","odd","61790","NA","NA","182366","1942","NA","NA","183443","178722","1801","NA","NA","183447","NA","183552","183886","NA","NA","183552","NA","Flanker Task","60","26139","75","yes","1024"
