"acc","accuracy","average_response_time","avg_rt","background","block","canvas_backend","clock_backend","color_backend","compensation","coordinates","correct","correct_instruction1","correct_keyboard_response","correct_response","count_ISI","count_correctFeedback","count_expSequence","count_experiment","count_experimentLoop","count_fixation","count_incorrectFeedback","count_instruction1","count_instructions2","count_keyboard_response","count_memorySet","count_new_logger","count_practiceLoop","count_probe","count_thankYou","datetime","description","disable_garbage_collection","experiment_file","experiment_path","expyriment_opengl","font_bold","font_family","font_italic","font_size","font_underline","foreground","form_clicks","fullscreen","height","keyboard_backend","live_row","live_row_practiceLoop","logfile","mouse_backend","numberSet","opensesame_codename","opensesame_version","posInSet","present","repeat_cycle","response","response_instruction1","response_instructions2","response_keyboard_response","response_thankYou","response_time","response_time_instruction1","response_time_instructions2","response_time_keyboard_response","response_time_thankYou","round_decimals","sampler_backend","setSize","sound_buf_size","sound_channels","sound_freq","sound_sample_size","start","subject_nr","subject_parity","target","time_ISI","time_correctFeedback","time_expSequence","time_experiment","time_experimentLoop","time_fixation","time_incorrectFeedback","time_instruction1","time_instructions2","time_keyboard_response","time_memorySet","time_new_logger","time_practiceLoop","time_probe","time_thankYou","title","total_correct","total_response_time","total_responses","uniform_coordinates","width"
"93.75","93.75","1300.25","1300.25","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","31","31","31","0","0","31","31","0","0","31","31","31","0","31","0","10/22/21 19:26:51","The main experiment item","yes","Sternbergtask.osexp","C:\Users\Brian\Desktop\College - Graduate\Graduate Work\Advanced Quant\Lab 3","yes","no","mono","no","18","no","white","no","yes","768","legacy","19","11","C:/Users/Brian/Desktop/College - Graduate/Graduate Work/Advanced Quant/Lab 3/BK-subject-4.csv","legacy","6 8 4","Kafkaesque Koffka","3.2.8","0","n","0","right","right","right","right","NA","915","38389","19055","915","NA","2","legacy","3","1024","2","48000","-16","experiment","4","even","1","270641","267271","268432","2551","141098","268435","167383","2566","122042","272644","269438","273561","40957","272644","NA","Sternberg task","30","41608","32","yes","1024"
"93.9393939394","93.9393939394","1292.87878788","1292.87878788","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","32","32","32","0","0","32","32","0","0","32","32","32","0","32","0","10/22/21 19:26:51","The main experiment item","yes","Sternbergtask.osexp","C:\Users\Brian\Desktop\College - Graduate\Graduate Work\Advanced Quant\Lab 3","yes","no","mono","no","18","no","white","no","yes","768","legacy","20","11","C:/Users/Brian/Desktop/College - Graduate/Graduate Work/Advanced Quant/Lab 3/BK-subject-4.csv","legacy","7 9 1 6","Kafkaesque Koffka","3.2.8","0","n","0","right","right","right","right","NA","1057","38389","19055","1057","NA","2","legacy","4","1024","2","48000","-16","experiment","4","even","4","276925","273572","274716","2551","141098","274719","167383","2566","122042","278928","275722","279987","40957","278928","NA","Sternberg task","31","42665","33","yes","1024"
"94.1176470588","94.1176470588","1295.11764706","1295.11764706","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","33","33","33","0","0","33","33","0","0","33","33","33","0","33","0","10/22/21 19:26:51","The main experiment item","yes","Sternbergtask.osexp","C:\Users\Brian\Desktop\College - Graduate\Graduate Work\Advanced Quant\Lab 3","yes","no","mono","no","18","no","white","no","yes","768","legacy","21","11","C:/Users/Brian/Desktop/College - Graduate/Graduate Work/Advanced Quant/Lab 3/BK-subject-4.csv","legacy","8 2 1 4 5 9","Kafkaesque Koffka","3.2.8","0","n","0","right","right","right","right","NA","1369","38389","19055","1369","NA","2","legacy","6","1024","2","48000","-16","experiment","4","even","7","283355","279999","281146","2551","141098","281149","167383","2566","122042","285358","282152","286728","40957","285358","NA","Sternberg task","32","44034","34","yes","1024"
"91.4285714286","91.4285714286","1289.34285714","1289.34285714","black","experiment","legacy","legacy","legacy","0","uniform","0","undefined","0","left","34","34","34","0","0","34","34","0","0","34","34","34","0","34","0","10/22/21 19:26:51","The main experiment item","yes","Sternbergtask.osexp","C:\Users\Brian\Desktop\College - Graduate\Graduate Work\Advanced Quant\Lab 3","yes","no","mono","no","18","no","white","no","yes","768","legacy","22","11","C:/Users/Brian/Desktop/College - Graduate/Graduate Work/Advanced Quant/Lab 3/BK-subject-4.csv","legacy","6 9 3 1","Kafkaesque Koffka","3.2.8","4","y","0","right","right","right","right","NA","1093","38389","19055","1093","NA","2","legacy","4","1024","2","48000","-16","experiment","4","even","1","290093","286738","287884","2551","141098","287886","167383","2566","122042","292096","288890","293191","40957","292096","NA","Sternberg task","32","45127","35","yes","1024"
"91.6666666667","91.6666666667","1283.05555556","1283.05555556","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","35","35","35","0","0","35","35","0","0","35","35","35","0","35","0","10/22/21 19:26:51","The main experiment item","yes","Sternbergtask.osexp","C:\Users\Brian\Desktop\College - Graduate\Graduate Work\Advanced Quant\Lab 3","yes","no","mono","no","18","no","white","no","yes","768","legacy","23","11","C:/Users/Brian/Desktop/College - Graduate/Graduate Work/Advanced Quant/Lab 3/BK-subject-4.csv","legacy","9 1 7 2","Kafkaesque Koffka","3.2.8","2","y","0","left","right","right","left","NA","1063","38389","19055","1063","NA","2","legacy","4","1024","2","48000","-16","experiment","4","even","1","296578","286738","294369","2551","141098","294372","293203","2566","122042","298581","295375","299645","40957","298581","NA","Sternberg task","33","46190","36","yes","1024"
"91.8918918919","91.8918918919","1284.51351351","1284.51351351","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","36","36","36","0","0","36","36","0","0","36","36","36","0","36","0","10/22/21 19:26:51","The main experiment item","yes","Sternbergtask.osexp","C:\Users\Brian\Desktop\College - Graduate\Graduate Work\Advanced Quant\Lab 3","yes","no","mono","no","18","no","white","no","yes","768","legacy","24","11","C:/Users/Brian/Desktop/College - Graduate/Graduate Work/Advanced Quant/Lab 3/BK-subject-4.csv","legacy","8 5 4 2 9 6","Kafkaesque Koffka","3.2.8","0","n","0","right","right","right","right","NA","1337","38389","19055","1337","NA","2","legacy","6","1024","2","48000","-16","experiment","4","even","3","303020","299656","300811","2551","141098","300814","293203","2566","122042","305023","301817","306362","40957","305023","NA","Sternberg task","34","47527","37","yes","1024"
"92.1052631579","92.1052631579","1277.73684211","1277.73684211","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","37","37","37","0","0","37","37","0","0","37","37","37","0","37","0","10/22/21 19:26:51","The main experiment item","yes","Sternbergtask.osexp","C:\Users\Brian\Desktop\College - Graduate\Graduate Work\Advanced Quant\Lab 3","yes","no","mono","no","18","no","white","no","yes","768","legacy","25","11","C:/Users/Brian/Desktop/College - Graduate/Graduate Work/Advanced Quant/Lab 3/BK-subject-4.csv","legacy","6 2 9 3 8 4","Kafkaesque Koffka","3.2.8","0","n","0","right","right","right","right","NA","1027","38389","19055","1027","NA","2","legacy","6","1024","2","48000","-16","experiment","4","even","1","309731","306375","307522","2551","141098","307525","293203","2566","122042","311734","308528","312763","40957","311734","NA","Sternberg task","35","48554","38","yes","1024"
"92.3076923077","92.3076923077","1285.53846154","1285.53846154","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","38","38","38","0","0","38","38","0","0","38","38","38","0","38","0","10/22/21 19:26:51","The main experiment item","yes","Sternbergtask.osexp","C:\Users\Brian\Desktop\College - Graduate\Graduate Work\Advanced Quant\Lab 3","yes","no","mono","no","18","no","white","no","yes","768","legacy","26","11","C:/Users/Brian/Desktop/College - Graduate/Graduate Work/Advanced Quant/Lab 3/BK-subject-4.csv","legacy","1 4 3 6 5","Kafkaesque Koffka","3.2.8","0","n","0","right","right","right","right","NA","1582","38389","19055","1582","NA","2","legacy","5","1024","2","48000","-16","experiment","4","even","8","316131","312772","313922","2551","141098","313925","293203","2566","122042","318134","314928","319718","40957","318134","NA","Sternberg task","36","50136","39","yes","1024"
"92.5","92.5","1275.825","1275.825","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","39","39","39","0","0","39","39","0","0","39","39","39","0","39","0","10/22/21 19:26:51","The main experiment item","yes","Sternbergtask.osexp","C:\Users\Brian\Desktop\College - Graduate\Graduate Work\Advanced Quant\Lab 3","yes","no","mono","no","18","no","white","no","yes","768","legacy","27","11","C:/Users/Brian/Desktop/College - Graduate/Graduate Work/Advanced Quant/Lab 3/BK-subject-4.csv","legacy","3 4","Kafkaesque Koffka","3.2.8","1","y","0","left","right","right","left","NA","897","38389","19055","897","NA","2","legacy","2","1024","2","48000","-16","experiment","4","even","3","323093","319729","320883","2551","141098","320885","293203","2566","122042","325096","321889","325995","40957","325096","NA","Sternberg task","37","51033","40","yes","1024"
"92.6829268293","92.6829268293","1271.51219512","1271.51219512","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","40","40","40","0","0","40","40","0","0","40","40","40","0","40","0","10/22/21 19:26:51","The main experiment item","yes","Sternbergtask.osexp","C:\Users\Brian\Desktop\College - Graduate\Graduate Work\Advanced Quant\Lab 3","yes","no","mono","no","18","no","white","no","yes","768","legacy","28","11","C:/Users/Brian/Desktop/College - Graduate/Graduate Work/Advanced Quant/Lab 3/BK-subject-4.csv","legacy","3 5 9 6 2 4","Kafkaesque Koffka","3.2.8","1","y","0","left","right","right","left","NA","1099","38389","19055","1099","NA","2","legacy","6","1024","2","48000","-16","experiment","4","even","3","329379","326006","327171","2551","141098","327173","293203","2566","122042","331382","328176","332482","40957","331382","NA","Sternberg task","38","52132","41","yes","1024"
"92.8571428571","92.8571428571","1264.4047619","1264.4047619","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","41","41","41","0","0","41","41","0","0","41","41","41","0","41","0","10/22/21 19:26:51","The main experiment item","yes","Sternbergtask.osexp","C:\Users\Brian\Desktop\College - Graduate\Graduate Work\Advanced Quant\Lab 3","yes","no","mono","no","18","no","white","no","yes","768","legacy","29","11","C:/Users/Brian/Desktop/College - Graduate/Graduate Work/Advanced Quant/Lab 3/BK-subject-4.csv","legacy","8 9 5 7 1 6","Kafkaesque Koffka","3.2.8","4","y","0","left","right","right","left","NA","973","38389","19055","973","NA","2","legacy","6","1024","2","48000","-16","experiment","4","even","7","335861","332492","333652","2551","141098","333655","293203","2566","122042","337864","334658","338840","40957","337864","NA","Sternberg task","39","53105","42","yes","1024"
"93.023255814","93.023255814","1257.46511628","1257.46511628","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","42","42","42","0","0","42","42","0","0","42","42","42","0","42","0","10/22/21 19:26:51","The main experiment item","yes","Sternbergtask.osexp","C:\Users\Brian\Desktop\College - Graduate\Graduate Work\Advanced Quant\Lab 3","yes","no","mono","no","18","no","white","no","yes","768","legacy","30","11","C:/Users/Brian/Desktop/College - Graduate/Graduate Work/Advanced Quant/Lab 3/BK-subject-4.csv","legacy","7 1 5 6 3","Kafkaesque Koffka","3.2.8","0","n","0","right","right","right","right","NA","966","38389","19055","966","NA","2","legacy","5","1024","2","48000","-16","experiment","4","even","8","342216","338852","340007","2551","141098","340010","293203","2566","122042","344219","341013","345186","40957","344219","NA","Sternberg task","40","54071","43","yes","1024"
"93.1818181818","93.1818181818","1257","1257","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","43","43","43","0","0","43","43","0","0","43","43","43","0","43","0","10/22/21 19:26:51","The main experiment item","yes","Sternbergtask.osexp","C:\Users\Brian\Desktop\College - Graduate\Graduate Work\Advanced Quant\Lab 3","yes","no","mono","no","18","no","white","no","yes","768","legacy","31","11","C:/Users/Brian/Desktop/College - Graduate/Graduate Work/Advanced Quant/Lab 3/BK-subject-4.csv","legacy","9 3 8 2 1 4","Kafkaesque Koffka","3.2.8","3","y","0","left","right","right","left","NA","1237","38389","19055","1237","NA","2","legacy","6","1024","2","48000","-16","experiment","4","even","8","348561","345198","346352","2551","141098","346355","293203","2566","122042","350564","347358","351802","40957","350564","NA","Sternberg task","41","55308","44","yes","1024"
"93.3333333333","93.3333333333","1253.06666667","1253.06666667","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","44","44","44","0","0","44","44","0","0","44","44","44","0","44","0","10/22/21 19:26:51","The main experiment item","yes","Sternbergtask.osexp","C:\Users\Brian\Desktop\College - Graduate\Graduate Work\Advanced Quant\Lab 3","yes","no","mono","no","18","no","white","no","yes","768","legacy","32","11","C:/Users/Brian/Desktop/College - Graduate/Graduate Work/Advanced Quant/Lab 3/BK-subject-4.csv","legacy","7 9","Kafkaesque Koffka","3.2.8","0","n","0","right","right","right","right","NA","1080","38389","19055","1080","NA","2","legacy","2","1024","2","48000","-16","experiment","4","even","1","355184","351813","352975","2551","141098","352978","293203","2566","122042","357187","353981","358269","40957","357187","NA","Sternberg task","42","56388","45","yes","1024"
"93.4782608696","93.4782608696","1255.82608696","1255.82608696","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","45","45","45","0","0","45","45","0","0","45","45","45","0","45","0","10/22/21 19:26:51","The main experiment item","yes","Sternbergtask.osexp","C:\Users\Brian\Desktop\College - Graduate\Graduate Work\Advanced Quant\Lab 3","yes","no","mono","no","18","no","white","no","yes","768","legacy","33","11","C:/Users/Brian/Desktop/College - Graduate/Graduate Work/Advanced Quant/Lab 3/BK-subject-4.csv","legacy","1 4 9 2 5","Kafkaesque Koffka","3.2.8","0","n","0","right","right","right","right","NA","1380","38389","19055","1380","NA","2","legacy","5","1024","2","48000","-16","experiment","4","even","7","361644","358280","359436","2551","141098","359438","293203","2566","122042","363647","360441","365029","40957","363647","NA","Sternberg task","43","57768","46","yes","1024"
"93.6170212766","93.6170212766","1259.65957447","1259.65957447","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","46","46","46","0","0","46","46","0","0","46","46","46","0","46","0","10/22/21 19:26:51","The main experiment item","yes","Sternbergtask.osexp","C:\Users\Brian\Desktop\College - Graduate\Graduate Work\Advanced Quant\Lab 3","yes","no","mono","no","18","no","white","no","yes","768","legacy","34","11","C:/Users/Brian/Desktop/College - Graduate/Graduate Work/Advanced Quant/Lab 3/BK-subject-4.csv","legacy","1 4 9 3","Kafkaesque Koffka","3.2.8","0","n","0","right","right","right","right","NA","1436","38389","19055","1436","NA","2","legacy","4","1024","2","48000","-16","experiment","4","even","5","368393","365039","366184","2551","141098","366187","293203","2566","122042","370396","367190","371833","40957","370396","NA","Sternberg task","44","59204","47","yes","1024"
"93.75","93.75","1251.9375","1251.9375","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","47","47","47","0","0","47","47","0","0","47","47","47","0","47","0","10/22/21 19:26:51","The main experiment item","yes","Sternbergtask.osexp","C:\Users\Brian\Desktop\College - Graduate\Graduate Work\Advanced Quant\Lab 3","yes","no","mono","no","18","no","white","no","yes","768","legacy","35","11","C:/Users/Brian/Desktop/College - Graduate/Graduate Work/Advanced Quant/Lab 3/BK-subject-4.csv","legacy","6 7 5 9","Kafkaesque Koffka","3.2.8","0","n","0","right","right","right","right","NA","889","38389","19055","889","NA","2","legacy","4","1024","2","48000","-16","experiment","4","even","2","375226","371843","373018","2551","141098","373020","293203","2566","122042","377229","374023","378120","40957","377229","NA","Sternberg task","45","60093","48","yes","1024"
"93.8775510204","93.8775510204","1244.44897959","1244.44897959","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","48","48","48","0","0","48","48","0","0","48","48","48","0","48","0","10/22/21 19:26:51","The main experiment item","yes","Sternbergtask.osexp","C:\Users\Brian\Desktop\College - Graduate\Graduate Work\Advanced Quant\Lab 3","yes","no","mono","no","18","no","white","no","yes","768","legacy","36","11","C:/Users/Brian/Desktop/College - Graduate/Graduate Work/Advanced Quant/Lab 3/BK-subject-4.csv","legacy","3 9 1","Kafkaesque Koffka","3.2.8","0","n","0","right","right","right","right","NA","885","38389","19055","885","NA","2","legacy","3","1024","2","48000","-16","experiment","4","even","7","381488","378131","379280","2551","141098","379283","293203","2566","122042","383490","380285","384378","40957","383490","NA","Sternberg task","46","60978","49","yes","1024"
"94","94","1242.88","1242.88","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","49","49","49","0","0","49","49","0","0","49","49","49","0","49","0","10/22/21 19:26:51","The main experiment item","yes","Sternbergtask.osexp","C:\Users\Brian\Desktop\College - Graduate\Graduate Work\Advanced Quant\Lab 3","yes","no","mono","no","18","no","white","no","yes","768","legacy","37","11","C:/Users/Brian/Desktop/College - Graduate/Graduate Work/Advanced Quant/Lab 3/BK-subject-4.csv","legacy","3 9 6 2","Kafkaesque Koffka","3.2.8","4","y","0","left","right","right","left","NA","1166","38389","19055","1166","NA","2","legacy","4","1024","2","48000","-16","experiment","4","even","2","387752","384390","385544","2551","141098","385546","293203","2566","122042","389755","386549","390923","40957","389755","NA","Sternberg task","47","62144","50","yes","1024"
"92.1568627451","92.1568627451","1248.15686275","1248.15686275","black","experiment","legacy","legacy","legacy","0","uniform","0","undefined","0","left","50","50","50","0","0","50","50","0","0","50","50","50","0","50","0","10/22/21 19:26:51","The main experiment item","yes","Sternbergtask.osexp","C:\Users\Brian\Desktop\College - Graduate\Graduate Work\Advanced Quant\Lab 3","yes","no","mono","no","18","no","white","no","yes","768","legacy","38","11","C:/Users/Brian/Desktop/College - Graduate/Graduate Work/Advanced Quant/Lab 3/BK-subject-4.csv","legacy","6 9 7 4 5 1","Kafkaesque Koffka","3.2.8","2","y","0","right","right","right","right","NA","1512","38389","19055","1512","NA","2","legacy","6","1024","2","48000","-16","experiment","4","even","9","394302","390935","392093","2551","141098","392096","293203","2566","122042","396305","393099","397818","40957","396305","NA","Sternberg task","47","63656","51","yes","1024"
"92.3076923077","92.3076923077","1243.67307692","1243.67307692","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","51","51","51","0","0","51","51","0","0","51","51","51","0","51","0","10/22/21 19:26:51","The main experiment item","yes","Sternbergtask.osexp","C:\Users\Brian\Desktop\College - Graduate\Graduate Work\Advanced Quant\Lab 3","yes","no","mono","no","18","no","white","no","yes","768","legacy","39","11","C:/Users/Brian/Desktop/College - Graduate/Graduate Work/Advanced Quant/Lab 3/BK-subject-4.csv","legacy","4 9 7 8 5 3","Kafkaesque Koffka","3.2.8","4","y","0","left","right","right","left","NA","1015","38389","19055","1015","NA","2","legacy","6","1024","2","48000","-16","experiment","4","even","8","401179","390935","398970","2551","141098","398973","397823","2566","122042","403182","399976","404199","40957","403182","NA","Sternberg task","48","64671","52","yes","1024"
"92.4528301887","92.4528301887","1234.71698113","1234.71698113","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","52","52","52","0","0","52","52","0","0","52","52","52","0","52","0","10/22/21 19:26:51","The main experiment item","yes","Sternbergtask.osexp","C:\Users\Brian\Desktop\College - Graduate\Graduate Work\Advanced Quant\Lab 3","yes","no","mono","no","18","no","white","no","yes","768","legacy","40","11","C:/Users/Brian/Desktop/College - Graduate/Graduate Work/Advanced Quant/Lab 3/BK-subject-4.csv","legacy","7 1","Kafkaesque Koffka","3.2.8","0","n","0","right","right","right","right","NA","769","38389","19055","769","NA","2","legacy","2","1024","2","48000","-16","experiment","4","even","8","407572","404211","405363","2551","141098","405365","397823","2566","122042","409575","406369","410346","40957","409575","NA","Sternberg task","49","65440","53","yes","1024"
"92.5925925926","92.5925925926","1228.24074074","1228.24074074","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","53","53","53","0","0","53","53","0","0","53","53","53","0","53","0","10/22/21 19:26:51","The main experiment item","yes","Sternbergtask.osexp","C:\Users\Brian\Desktop\College - Graduate\Graduate Work\Advanced Quant\Lab 3","yes","no","mono","no","18","no","white","no","yes","768","legacy","41","11","C:/Users/Brian/Desktop/College - Graduate/Graduate Work/Advanced Quant/Lab 3/BK-subject-4.csv","legacy","1 4 9 3 2 5","Kafkaesque Koffka","3.2.8","3","y","0","left","right","right","left","NA","885","38389","19055","885","NA","2","legacy","6","1024","2","48000","-16","experiment","4","even","9","413717","410356","411510","2551","141098","411512","397823","2566","122042","415721","412515","416607","40957","415721","NA","Sternberg task","50","66325","54","yes","1024"
"92.7272727273","92.7272727273","1240.50909091","1240.50909091","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","54","54","54","0","0","54","54","0","0","54","54","54","0","54","0","10/22/21 19:26:51","The main experiment item","yes","Sternbergtask.osexp","C:\Users\Brian\Desktop\College - Graduate\Graduate Work\Advanced Quant\Lab 3","yes","no","mono","no","18","no","white","no","yes","768","legacy","42","11","C:/Users/Brian/Desktop/College - Graduate/Graduate Work/Advanced Quant/Lab 3/BK-subject-4.csv","legacy","5","Kafkaesque Koffka","3.2.8","0","n","0","right","right","right","right","NA","1903","38389","19055","1903","NA","2","legacy","1","1024","2","48000","-16","experiment","4","even","8","419978","416617","417769","2551","141098","417772","397823","2566","122042","421981","418775","423886","40957","421981","NA","Sternberg task","51","68228","55","yes","1024"
"92.8571428571","92.8571428571","1235.66071429","1235.66071429","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","55","55","55","0","0","55","55","0","0","55","55","55","0","55","0","10/22/21 19:26:51","The main experiment item","yes","Sternbergtask.osexp","C:\Users\Brian\Desktop\College - Graduate\Graduate Work\Advanced Quant\Lab 3","yes","no","mono","no","18","no","white","no","yes","768","legacy","43","11","C:/Users/Brian/Desktop/College - Graduate/Graduate Work/Advanced Quant/Lab 3/BK-subject-4.csv","legacy","6 5","Kafkaesque Koffka","3.2.8","2","y","0","left","right","right","left","NA","969","38389","19055","969","NA","2","legacy","2","1024","2","48000","-16","experiment","4","even","5","427273","423895","425065","2551","141098","425068","397823","2566","122042","429276","426071","430247","40957","429276","NA","Sternberg task","52","69197","56","yes","1024"
"92.9824561404","92.9824561404","1234.84210526","1234.84210526","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","56","56","56","0","0","56","56","0","0","56","56","56","0","56","0","10/22/21 19:26:51","The main experiment item","yes","Sternbergtask.osexp","C:\Users\Brian\Desktop\College - Graduate\Graduate Work\Advanced Quant\Lab 3","yes","no","mono","no","18","no","white","no","yes","768","legacy","44","11","C:/Users/Brian/Desktop/College - Graduate/Graduate Work/Advanced Quant/Lab 3/BK-subject-4.csv","legacy","4 3 2 5 8","Kafkaesque Koffka","3.2.8","2","y","0","left","right","right","left","NA","1189","38389","19055","1189","NA","2","legacy","5","1024","2","48000","-16","experiment","4","even","3","433629","430258","431419","2551","141098","431423","397823","2566","122042","435632","432426","436822","40957","435632","NA","Sternberg task","53","70386","57","yes","1024"
"93.1034482759","93.1034482759","1242.55172414","1242.55172414","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","57","57","57","0","0","57","57","0","0","57","57","57","0","57","0","10/22/21 19:26:51","The main experiment item","yes","Sternbergtask.osexp","C:\Users\Brian\Desktop\College - Graduate\Graduate Work\Advanced Quant\Lab 3","yes","no","mono","no","18","no","white","no","yes","768","legacy","45","11","C:/Users/Brian/Desktop/College - Graduate/Graduate Work/Advanced Quant/Lab 3/BK-subject-4.csv","legacy","7 1 8 4 9 3","Kafkaesque Koffka","3.2.8","0","n","0","right","right","right","right","NA","1682","38389","19055","1682","NA","2","legacy","6","1024","2","48000","-16","experiment","4","even","6","440190","436832","437981","2551","141098","437984","397823","2566","122042","442193","438987","443877","40957","442193","NA","Sternberg task","54","72068","58","yes","1024"
"93.2203389831","93.2203389831","1239.27118644","1239.27118644","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","58","58","58","0","0","58","58","0","0","58","58","58","0","58","0","10/22/21 19:26:51","The main experiment item","yes","Sternbergtask.osexp","C:\Users\Brian\Desktop\College - Graduate\Graduate Work\Advanced Quant\Lab 3","yes","no","mono","no","18","no","white","no","yes","768","legacy","46","11","C:/Users/Brian/Desktop/College - Graduate/Graduate Work/Advanced Quant/Lab 3/BK-subject-4.csv","legacy","3 2 1 4 7","Kafkaesque Koffka","3.2.8","2","y","0","left","right","right","left","NA","1049","38389","19055","1049","NA","2","legacy","5","1024","2","48000","-16","experiment","4","even","2","447249","443889","445040","2551","141098","445043","397823","2566","122042","449252","446046","450303","40957","449252","NA","Sternberg task","55","73117","59","yes","1024"
"93.3333333333","93.3333333333","1231.13333333","1231.13333333","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","59","59","59","0","0","59","59","0","0","59","59","59","0","59","0","10/22/21 19:26:51","The main experiment item","yes","Sternbergtask.osexp","C:\Users\Brian\Desktop\College - Graduate\Graduate Work\Advanced Quant\Lab 3","yes","no","mono","no","18","no","white","no","yes","768","legacy","47","11","C:/Users/Brian/Desktop/College - Graduate/Graduate Work/Advanced Quant/Lab 3/BK-subject-4.csv","legacy","9 1 6 7 8","Kafkaesque Koffka","3.2.8","1","y","0","left","right","right","left","NA","751","38389","19055","751","NA","2","legacy","5","1024","2","48000","-16","experiment","4","even","9","453674","450312","451466","2551","141098","451468","397823","2566","122042","455677","452471","456430","40957","455677","NA","Sternberg task","56","73868","60","yes","1024"
"93.4426229508","93.4426229508","1239.62295082","1239.62295082","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","60","60","60","0","0","60","60","0","0","60","60","60","0","60","0","10/22/21 19:26:51","The main experiment item","yes","Sternbergtask.osexp","C:\Users\Brian\Desktop\College - Graduate\Graduate Work\Advanced Quant\Lab 3","yes","no","mono","no","18","no","white","no","yes","768","legacy","48","11","C:/Users/Brian/Desktop/College - Graduate/Graduate Work/Advanced Quant/Lab 3/BK-subject-4.csv","legacy","6 7 8 5","Kafkaesque Koffka","3.2.8","3","y","0","left","right","right","left","NA","1749","38389","19055","1749","NA","2","legacy","4","1024","2","48000","-16","experiment","4","even","8","459790","456435","457581","2551","141098","457584","397823","2566","122042","461793","458587","463545","40957","461793","NA","Sternberg task","57","75617","61","yes","1024"
"93.5483870968","93.5483870968","1233.37096774","1233.37096774","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","61","61","61","0","0","61","61","0","0","61","61","61","0","61","0","10/22/21 19:26:51","The main experiment item","yes","Sternbergtask.osexp","C:\Users\Brian\Desktop\College - Graduate\Graduate Work\Advanced Quant\Lab 3","yes","no","mono","no","18","no","white","no","yes","768","legacy","49","11","C:/Users/Brian/Desktop/College - Graduate/Graduate Work/Advanced Quant/Lab 3/BK-subject-4.csv","legacy","9 5 3 8 4","Kafkaesque Koffka","3.2.8","1","y","0","left","right","right","left","NA","852","38389","19055","852","NA","2","legacy","5","1024","2","48000","-16","experiment","4","even","9","466919","463558","464711","2551","141098","464713","397823","2566","122042","468922","465716","469776","40957","468922","NA","Sternberg task","58","76469","62","yes","1024"
"93.6507936508","93.6507936508","1228.06349206","1228.06349206","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","62","62","62","0","0","62","62","0","0","62","62","62","0","62","0","10/22/21 19:26:51","The main experiment item","yes","Sternbergtask.osexp","C:\Users\Brian\Desktop\College - Graduate\Graduate Work\Advanced Quant\Lab 3","yes","no","mono","no","18","no","white","no","yes","768","legacy","50","11","C:/Users/Brian/Desktop/College - Graduate/Graduate Work/Advanced Quant/Lab 3/BK-subject-4.csv","legacy","1 8 7","Kafkaesque Koffka","3.2.8","0","n","0","right","right","right","right","NA","899","38389","19055","899","NA","2","legacy","3","1024","2","48000","-16","experiment","4","even","4","473143","469789","470934","2551","141098","470937","397823","2566","122042","475146","471940","476048","40957","475146","NA","Sternberg task","59","77368","63","yes","1024"
