"acc","accuracy","average_response_time","avg_rt","background","block","canvas_backend","clock_backend","color_backend","compensation","coordinates","correct","correct_instruction1","correct_keyboard_response","correct_response","count_ISI","count_correctFeedback","count_expSequence","count_experiment","count_experimentLoop","count_fixation","count_incorrectFeedback","count_instruction1","count_instructions2","count_keyboard_response","count_memorySet","count_new_logger","count_practiceLoop","count_probe","count_thankYou","datetime","description","disable_garbage_collection","experiment_file","experiment_path","expyriment_opengl","font_bold","font_family","font_italic","font_size","font_underline","foreground","form_clicks","fullscreen","height","keyboard_backend","live_row","live_row_practiceLoop","logfile","mouse_backend","numberSet","opensesame_codename","opensesame_version","posInSet","present","repeat_cycle","response","response_instruction1","response_instructions2","response_keyboard_response","response_thankYou","response_time","response_time_instruction1","response_time_instructions2","response_time_keyboard_response","response_time_thankYou","round_decimals","sampler_backend","setSize","sound_buf_size","sound_channels","sound_freq","sound_sample_size","start","subject_nr","subject_parity","target","time_ISI","time_correctFeedback","time_expSequence","time_experiment","time_experimentLoop","time_fixation","time_incorrectFeedback","time_instruction1","time_instructions2","time_keyboard_response","time_memorySet","time_new_logger","time_practiceLoop","time_probe","time_thankYou","title","total_correct","total_response_time","total_responses","uniform_coordinates","width"
"87.8787878788","87.8787878788","605.848484848","605.848484848","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","32","32","32","0","0","32","32","0","0","32","32","32","0","32","0","10/17/21 11:53:32","The main experiment item","yes","Sternbergtask.osexp","C:\Users\Brian\Desktop\College - Graduate\Graduate Work\Advanced Quant","yes","no","mono","no","18","no","white","no","yes","768","legacy","20","11","C:/Users/Brian/Desktop/College - Graduate/Graduate Work/Advanced Quant/Lab 3/subject-1.csv","legacy","3 4","Kafkaesque Koffka","3.2.8","1","y","0","left","right","left","left","NA","631","15800","4698","631","NA","2","legacy","2","1024","2","48000","-16","experiment","1","odd","3","214395","211101","212190","1938","94774","212191","205226","1948","90075","216398","213192","217029","17749","216398","NA","Sternberg task","29","19993","33","yes","1024"
"88.2352941176","88.2352941176","603.029411765","603.029411765","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","33","33","33","0","0","33","33","0","0","33","33","33","0","33","0","10/17/21 11:53:32","The main experiment item","yes","Sternbergtask.osexp","C:\Users\Brian\Desktop\College - Graduate\Graduate Work\Advanced Quant","yes","no","mono","no","18","no","white","no","yes","768","legacy","21","11","C:/Users/Brian/Desktop/College - Graduate/Graduate Work/Advanced Quant/Lab 3/subject-1.csv","legacy","9 1 6 7 8","Kafkaesque Koffka","3.2.8","1","y","0","left","right","left","left","NA","510","15800","4698","510","NA","2","legacy","5","1024","2","48000","-16","experiment","1","odd","9","220332","217037","218125","1938","94774","218126","205226","1948","90075","222335","219129","222846","17749","222335","NA","Sternberg task","30","20503","34","yes","1024"
"88.5714285714","88.5714285714","596.485714286","596.485714286","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","34","34","34","0","0","34","34","0","0","34","34","34","0","34","0","10/17/21 11:53:32","The main experiment item","yes","Sternbergtask.osexp","C:\Users\Brian\Desktop\College - Graduate\Graduate Work\Advanced Quant","yes","no","mono","no","18","no","white","no","yes","768","legacy","22","11","C:/Users/Brian/Desktop/College - Graduate/Graduate Work/Advanced Quant/Lab 3/subject-1.csv","legacy","2 4 8 5 1 3","Kafkaesque Koffka","3.2.8","1","y","0","left","right","left","left","NA","374","15800","4698","374","NA","2","legacy","6","1024","2","48000","-16","experiment","1","odd","2","226147","222854","223939","1938","94774","223941","205226","1948","90075","228149","224944","228524","17749","228149","NA","Sternberg task","31","20877","35","yes","1024"
"88.8888888889","88.8888888889","602.666666667","602.666666667","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","35","35","35","0","0","35","35","0","0","35","35","35","0","35","0","10/17/21 11:53:32","The main experiment item","yes","Sternbergtask.osexp","C:\Users\Brian\Desktop\College - Graduate\Graduate Work\Advanced Quant","yes","no","mono","no","18","no","white","no","yes","768","legacy","23","11","C:/Users/Brian/Desktop/College - Graduate/Graduate Work/Advanced Quant/Lab 3/subject-1.csv","legacy","2 8 9","Kafkaesque Koffka","3.2.8","0","n","0","right","right","left","right","NA","819","15800","4698","819","NA","2","legacy","3","1024","2","48000","-16","experiment","1","odd","6","231830","228532","229623","1938","94774","229624","205226","1948","90075","233833","230627","234653","17749","233833","NA","Sternberg task","32","21696","36","yes","1024"
"89.1891891892","89.1891891892","597.486486486","597.486486486","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","36","36","36","0","0","36","36","0","0","36","36","36","0","36","0","10/17/21 11:53:32","The main experiment item","yes","Sternbergtask.osexp","C:\Users\Brian\Desktop\College - Graduate\Graduate Work\Advanced Quant","yes","no","mono","no","18","no","white","no","yes","768","legacy","24","11","C:/Users/Brian/Desktop/College - Graduate/Graduate Work/Advanced Quant/Lab 3/subject-1.csv","legacy","2 8 5 1","Kafkaesque Koffka","3.2.8","4","y","0","left","right","left","left","NA","411","15800","4698","411","NA","2","legacy","4","1024","2","48000","-16","experiment","1","odd","1","237956","234662","235749","1938","94774","235751","205226","1948","90075","239958","236754","240370","17749","239958","NA","Sternberg task","33","22107","37","yes","1024"
"89.4736842105","89.4736842105","601.026315789","601.026315789","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","37","37","37","0","0","37","37","0","0","37","37","37","0","37","0","10/17/21 11:53:32","The main experiment item","yes","Sternbergtask.osexp","C:\Users\Brian\Desktop\College - Graduate\Graduate Work\Advanced Quant","yes","no","mono","no","18","no","white","no","yes","768","legacy","25","11","C:/Users/Brian/Desktop/College - Graduate/Graduate Work/Advanced Quant/Lab 3/subject-1.csv","legacy","8 6 3 4 7","Kafkaesque Koffka","3.2.8","0","n","0","right","right","left","right","NA","732","15800","4698","732","NA","2","legacy","5","1024","2","48000","-16","experiment","1","odd","1","243665","240374","241458","1938","94774","241460","205226","1948","90075","245668","242463","246401","17749","245667","NA","Sternberg task","34","22839","38","yes","1024"
"89.7435897436","89.7435897436","601.948717949","601.948717949","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","38","38","38","0","0","38","38","0","0","38","38","38","0","38","0","10/17/21 11:53:32","The main experiment item","yes","Sternbergtask.osexp","C:\Users\Brian\Desktop\College - Graduate\Graduate Work\Advanced Quant","yes","no","mono","no","18","no","white","no","yes","768","legacy","26","11","C:/Users/Brian/Desktop/College - Graduate/Graduate Work/Advanced Quant/Lab 3/subject-1.csv","legacy","4 1 8 7 5","Kafkaesque Koffka","3.2.8","3","y","0","left","right","left","left","NA","637","15800","4698","637","NA","2","legacy","5","1024","2","48000","-16","experiment","1","odd","8","249706","246409","247500","1938","94774","247502","205226","1948","90075","251709","248503","252347","17749","251709","NA","Sternberg task","35","23476","39","yes","1024"
"90","90","603.45","603.45","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","39","39","39","0","0","39","39","0","0","39","39","39","0","39","0","10/17/21 11:53:32","The main experiment item","yes","Sternbergtask.osexp","C:\Users\Brian\Desktop\College - Graduate\Graduate Work\Advanced Quant","yes","no","mono","no","18","no","white","no","yes","768","legacy","27","11","C:/Users/Brian/Desktop/College - Graduate/Graduate Work/Advanced Quant/Lab 3/subject-1.csv","legacy","6 9 3 1","Kafkaesque Koffka","3.2.8","4","y","0","left","right","left","left","NA","662","15800","4698","662","NA","2","legacy","4","1024","2","48000","-16","experiment","1","odd","1","255647","252355","253440","1938","94774","253442","205226","1948","90075","257650","254444","258313","17749","257650","NA","Sternberg task","36","24138","40","yes","1024"
"90.243902439","90.243902439","609.585365854","609.585365854","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","40","40","40","0","0","40","40","0","0","40","40","40","0","40","0","10/17/21 11:53:32","The main experiment item","yes","Sternbergtask.osexp","C:\Users\Brian\Desktop\College - Graduate\Graduate Work\Advanced Quant","yes","no","mono","no","18","no","white","no","yes","768","legacy","28","11","C:/Users/Brian/Desktop/College - Graduate/Graduate Work/Advanced Quant/Lab 3/subject-1.csv","legacy","6 9 7 3 8 2","Kafkaesque Koffka","3.2.8","0","n","0","right","right","left","right","NA","855","15800","4698","855","NA","2","legacy","6","1024","2","48000","-16","experiment","1","odd","5","261615","258321","259410","1938","94774","259411","205226","1948","90075","263618","260412","264474","17749","263618","NA","Sternberg task","37","24993","41","yes","1024"
"90.4761904762","90.4761904762","606.404761905","606.404761905","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","41","41","41","0","0","41","41","0","0","41","41","41","0","41","0","10/17/21 11:53:32","The main experiment item","yes","Sternbergtask.osexp","C:\Users\Brian\Desktop\College - Graduate\Graduate Work\Advanced Quant","yes","no","mono","no","18","no","white","no","yes","768","legacy","29","11","C:/Users/Brian/Desktop/College - Graduate/Graduate Work/Advanced Quant/Lab 3/subject-1.csv","legacy","9","Kafkaesque Koffka","3.2.8","0","n","0","right","right","left","right","NA","476","15800","4698","476","NA","2","legacy","1","1024","2","48000","-16","experiment","1","odd","6","267776","264482","265568","1938","94774","265570","205226","1948","90075","269778","266573","270255","17749","269778","NA","Sternberg task","38","25469","42","yes","1024"
"90.6976744186","90.6976744186","603.046511628","603.046511628","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","42","42","42","0","0","42","42","0","0","42","42","42","0","42","0","10/17/21 11:53:32","The main experiment item","yes","Sternbergtask.osexp","C:\Users\Brian\Desktop\College - Graduate\Graduate Work\Advanced Quant","yes","no","mono","no","18","no","white","no","yes","768","legacy","30","11","C:/Users/Brian/Desktop/College - Graduate/Graduate Work/Advanced Quant/Lab 3/subject-1.csv","legacy","4","Kafkaesque Koffka","3.2.8","1","y","0","left","right","left","left","NA","462","15800","4698","462","NA","2","legacy","1","1024","2","48000","-16","experiment","1","odd","4","273556","270260","271350","1938","94774","271351","205226","1948","90075","275559","272353","276023","17749","275559","NA","Sternberg task","39","25931","43","yes","1024"
"90.9090909091","90.9090909091","599.545454545","599.545454545","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","43","43","43","0","0","43","43","0","0","43","43","43","0","43","0","10/17/21 11:53:32","The main experiment item","yes","Sternbergtask.osexp","C:\Users\Brian\Desktop\College - Graduate\Graduate Work\Advanced Quant","yes","no","mono","no","18","no","white","no","yes","768","legacy","31","11","C:/Users/Brian/Desktop/College - Graduate/Graduate Work/Advanced Quant/Lab 3/subject-1.csv","legacy","7 1 3","Kafkaesque Koffka","3.2.8","2","y","0","left","right","left","left","NA","449","15800","4698","449","NA","2","legacy","3","1024","2","48000","-16","experiment","1","odd","1","279326","276032","277118","1938","94774","277120","205226","1948","90075","281328","278123","281778","17749","281328","NA","Sternberg task","40","26380","44","yes","1024"
"91.1111111111","91.1111111111","597.066666667","597.066666667","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","44","44","44","0","0","44","44","0","0","44","44","44","0","44","0","10/17/21 11:53:32","The main experiment item","yes","Sternbergtask.osexp","C:\Users\Brian\Desktop\College - Graduate\Graduate Work\Advanced Quant","yes","no","mono","no","18","no","white","no","yes","768","legacy","32","11","C:/Users/Brian/Desktop/College - Graduate/Graduate Work/Advanced Quant/Lab 3/subject-1.csv","legacy","7 1","Kafkaesque Koffka","3.2.8","0","n","0","right","right","left","right","NA","488","15800","4698","488","NA","2","legacy","2","1024","2","48000","-16","experiment","1","odd","8","285084","281787","282876","1938","94774","282878","205226","1948","90075","287085","283881","287574","17749","287085","NA","Sternberg task","41","26868","45","yes","1024"
"91.3043478261","91.3043478261","600.347826087","600.347826087","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","45","45","45","0","0","45","45","0","0","45","45","45","0","45","0","10/17/21 11:53:32","The main experiment item","yes","Sternbergtask.osexp","C:\Users\Brian\Desktop\College - Graduate\Graduate Work\Advanced Quant","yes","no","mono","no","18","no","white","no","yes","768","legacy","33","11","C:/Users/Brian/Desktop/College - Graduate/Graduate Work/Advanced Quant/Lab 3/subject-1.csv","legacy","9 5 3 2 8 6","Kafkaesque Koffka","3.2.8","0","n","0","right","right","left","right","NA","748","15800","4698","748","NA","2","legacy","6","1024","2","48000","-16","experiment","1","odd","7","290877","287583","288670","1938","94774","288672","205226","1948","90075","292880","289675","293629","17749","292880","NA","Sternberg task","42","27616","46","yes","1024"
"91.4893617021","91.4893617021","604.063829787","604.063829787","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","46","46","46","0","0","46","46","0","0","46","46","46","0","46","0","10/17/21 11:53:32","The main experiment item","yes","Sternbergtask.osexp","C:\Users\Brian\Desktop\College - Graduate\Graduate Work\Advanced Quant","yes","no","mono","no","18","no","white","no","yes","768","legacy","34","11","C:/Users/Brian/Desktop/College - Graduate/Graduate Work/Advanced Quant/Lab 3/subject-1.csv","legacy","3 2 1 4 7","Kafkaesque Koffka","3.2.8","2","y","0","left","right","left","left","NA","775","15800","4698","775","NA","2","legacy","5","1024","2","48000","-16","experiment","1","odd","2","296930","293636","294722","1938","94774","294724","205226","1948","90075","298933","295727","299709","17749","298932","NA","Sternberg task","43","28391","47","yes","1024"
"91.6666666667","91.6666666667","602.8125","602.8125","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","47","47","47","0","0","47","47","0","0","47","47","47","0","47","0","10/17/21 11:53:32","The main experiment item","yes","Sternbergtask.osexp","C:\Users\Brian\Desktop\College - Graduate\Graduate Work\Advanced Quant","yes","no","mono","no","18","no","white","no","yes","768","legacy","35","11","C:/Users/Brian/Desktop/College - Graduate/Graduate Work/Advanced Quant/Lab 3/subject-1.csv","legacy","9 7 4 5 8","Kafkaesque Koffka","3.2.8","0","n","0","right","right","left","right","NA","544","15800","4698","544","NA","2","legacy","5","1024","2","48000","-16","experiment","1","odd","6","303009","299717","300801","1938","94774","300803","205226","1948","90075","305010","301806","305555","17749","305010","NA","Sternberg task","44","28935","48","yes","1024"
"91.8367346939","91.8367346939","600.183673469","600.183673469","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","48","48","48","0","0","48","48","0","0","48","48","48","0","48","0","10/17/21 11:53:32","The main experiment item","yes","Sternbergtask.osexp","C:\Users\Brian\Desktop\College - Graduate\Graduate Work\Advanced Quant","yes","no","mono","no","18","no","white","no","yes","768","legacy","36","11","C:/Users/Brian/Desktop/College - Graduate/Graduate Work/Advanced Quant/Lab 3/subject-1.csv","legacy","5","Kafkaesque Koffka","3.2.8","0","n","0","right","right","left","right","NA","474","15800","4698","474","NA","2","legacy","1","1024","2","48000","-16","experiment","1","odd","8","308855","305563","306648","1938","94774","306649","205226","1948","90075","310857","307652","311332","17749","310857","NA","Sternberg task","45","29409","49","yes","1024"
"92","92","604.88","604.88","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","49","49","49","0","0","49","49","0","0","49","49","49","0","49","0","10/17/21 11:53:32","The main experiment item","yes","Sternbergtask.osexp","C:\Users\Brian\Desktop\College - Graduate\Graduate Work\Advanced Quant","yes","no","mono","no","18","no","white","no","yes","768","legacy","37","11","C:/Users/Brian/Desktop/College - Graduate/Graduate Work/Advanced Quant/Lab 3/subject-1.csv","legacy","8 5 4 2 9 6","Kafkaesque Koffka","3.2.8","0","n","0","right","right","left","right","NA","835","15800","4698","835","NA","2","legacy","6","1024","2","48000","-16","experiment","1","odd","3","314632","311340","312424","1938","94774","312426","205226","1948","90075","316634","313429","317470","17749","316633","NA","Sternberg task","46","30244","50","yes","1024"
"92.1568627451","92.1568627451","603.921568627","603.921568627","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","50","50","50","0","0","50","50","0","0","50","50","50","0","50","0","10/17/21 11:53:32","The main experiment item","yes","Sternbergtask.osexp","C:\Users\Brian\Desktop\College - Graduate\Graduate Work\Advanced Quant","yes","no","mono","no","18","no","white","no","yes","768","legacy","38","11","C:/Users/Brian/Desktop/College - Graduate/Graduate Work/Advanced Quant/Lab 3/subject-1.csv","legacy","6 9 4 5 2","Kafkaesque Koffka","3.2.8","0","n","0","right","right","left","right","NA","556","15800","4698","556","NA","2","legacy","5","1024","2","48000","-16","experiment","1","odd","1","320775","317479","318567","1938","94774","318569","205226","1948","90075","322778","319572","323335","17749","322778","NA","Sternberg task","47","30800","51","yes","1024"
"92.3076923077","92.3076923077","605.961538462","605.961538462","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","51","51","51","0","0","51","51","0","0","51","51","51","0","51","0","10/17/21 11:53:32","The main experiment item","yes","Sternbergtask.osexp","C:\Users\Brian\Desktop\College - Graduate\Graduate Work\Advanced Quant","yes","no","mono","no","18","no","white","no","yes","768","legacy","39","11","C:/Users/Brian/Desktop/College - Graduate/Graduate Work/Advanced Quant/Lab 3/subject-1.csv","legacy","3 9 7 6 4","Kafkaesque Koffka","3.2.8","3","y","0","left","right","left","left","NA","710","15800","4698","710","NA","2","legacy","5","1024","2","48000","-16","experiment","1","odd","7","326642","323343","324435","1938","94774","324437","205226","1948","90075","328645","325439","329356","17749","328645","NA","Sternberg task","48","31510","52","yes","1024"
"92.4528301887","92.4528301887","605.566037736","605.566037736","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","52","52","52","0","0","52","52","0","0","52","52","52","0","52","0","10/17/21 11:53:32","The main experiment item","yes","Sternbergtask.osexp","C:\Users\Brian\Desktop\College - Graduate\Graduate Work\Advanced Quant","yes","no","mono","no","18","no","white","no","yes","768","legacy","40","11","C:/Users/Brian/Desktop/College - Graduate/Graduate Work/Advanced Quant/Lab 3/subject-1.csv","legacy","1 7 5 2 9","Kafkaesque Koffka","3.2.8","0","n","0","right","right","left","right","NA","585","15800","4698","585","NA","2","legacy","5","1024","2","48000","-16","experiment","1","odd","3","332657","329364","330450","1938","94774","330452","205226","1948","90075","334660","331454","335246","17749","334660","NA","Sternberg task","49","32095","53","yes","1024"
"92.5925925926","92.5925925926","601.777777778","601.777777778","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","53","53","53","0","0","53","53","0","0","53","53","53","0","53","0","10/17/21 11:53:32","The main experiment item","yes","Sternbergtask.osexp","C:\Users\Brian\Desktop\College - Graduate\Graduate Work\Advanced Quant","yes","no","mono","no","18","no","white","no","yes","768","legacy","41","11","C:/Users/Brian/Desktop/College - Graduate/Graduate Work/Advanced Quant/Lab 3/subject-1.csv","legacy","8 5 3 7 4 6","Kafkaesque Koffka","3.2.8","6","y","0","left","right","left","left","NA","401","15800","4698","401","NA","2","legacy","6","1024","2","48000","-16","experiment","1","odd","6","338551","335254","336344","1938","94774","336346","205226","1948","90075","340554","337348","340956","17749","340554","NA","Sternberg task","50","32496","54","yes","1024"
"92.7272727273","92.7272727273","600.872727273","600.872727273","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","54","54","54","0","0","54","54","0","0","54","54","54","0","54","0","10/17/21 11:53:32","The main experiment item","yes","Sternbergtask.osexp","C:\Users\Brian\Desktop\College - Graduate\Graduate Work\Advanced Quant","yes","no","mono","no","18","no","white","no","yes","768","legacy","42","11","C:/Users/Brian/Desktop/College - Graduate/Graduate Work/Advanced Quant/Lab 3/subject-1.csv","legacy","6 8","Kafkaesque Koffka","3.2.8","0","n","0","right","right","left","right","NA","552","15800","4698","552","NA","2","legacy","2","1024","2","48000","-16","experiment","1","odd","9","344256","340964","342048","1938","94774","342050","205226","1948","90075","346258","343053","346811","17749","346258","NA","Sternberg task","51","33048","55","yes","1024"
"92.8571428571","92.8571428571","603","603","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","55","55","55","0","0","55","55","0","0","55","55","55","0","55","0","10/17/21 11:53:32","The main experiment item","yes","Sternbergtask.osexp","C:\Users\Brian\Desktop\College - Graduate\Graduate Work\Advanced Quant","yes","no","mono","no","18","no","white","no","yes","768","legacy","43","11","C:/Users/Brian/Desktop/College - Graduate/Graduate Work/Advanced Quant/Lab 3/subject-1.csv","legacy","1 4 9 3 2 5","Kafkaesque Koffka","3.2.8","3","y","0","left","right","left","left","NA","720","15800","4698","720","NA","2","legacy","6","1024","2","48000","-16","experiment","1","odd","9","350116","346819","347908","1938","94774","347909","205226","1948","90075","352119","348913","352840","17749","352119","NA","Sternberg task","52","33768","56","yes","1024"
"92.9824561404","92.9824561404","601.368421053","601.368421053","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","56","56","56","0","0","56","56","0","0","56","56","56","0","56","0","10/17/21 11:53:32","The main experiment item","yes","Sternbergtask.osexp","C:\Users\Brian\Desktop\College - Graduate\Graduate Work\Advanced Quant","yes","no","mono","no","18","no","white","no","yes","768","legacy","44","11","C:/Users/Brian/Desktop/College - Graduate/Graduate Work/Advanced Quant/Lab 3/subject-1.csv","legacy","1 4 3 6 5","Kafkaesque Koffka","3.2.8","0","n","0","right","right","left","right","NA","510","15800","4698","510","NA","2","legacy","5","1024","2","48000","-16","experiment","1","odd","8","356139","352849","353932","1938","94774","353933","205226","1948","90075","358140","354936","358651","17749","358140","NA","Sternberg task","53","34278","57","yes","1024"
"93.1034482759","93.1034482759","603.327586207","603.327586207","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","57","57","57","0","0","57","57","0","0","57","57","57","0","57","0","10/17/21 11:53:32","The main experiment item","yes","Sternbergtask.osexp","C:\Users\Brian\Desktop\College - Graduate\Graduate Work\Advanced Quant","yes","no","mono","no","18","no","white","no","yes","768","legacy","45","11","C:/Users/Brian/Desktop/College - Graduate/Graduate Work/Advanced Quant/Lab 3/subject-1.csv","legacy","3 4 9 6 7 8","Kafkaesque Koffka","3.2.8","0","n","0","right","right","left","right","NA","715","15800","4698","715","NA","2","legacy","6","1024","2","48000","-16","experiment","1","odd","2","361958","358659","359750","1938","94774","359752","205226","1948","90075","363959","360755","364675","17749","363959","NA","Sternberg task","54","34993","58","yes","1024"
"93.2203389831","93.2203389831","603.237288136","603.237288136","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","58","58","58","0","0","58","58","0","0","58","58","58","0","58","0","10/17/21 11:53:32","The main experiment item","yes","Sternbergtask.osexp","C:\Users\Brian\Desktop\College - Graduate\Graduate Work\Advanced Quant","yes","no","mono","no","18","no","white","no","yes","768","legacy","46","11","C:/Users/Brian/Desktop/College - Graduate/Graduate Work/Advanced Quant/Lab 3/subject-1.csv","legacy","7 6 4 8 1 2","Kafkaesque Koffka","3.2.8","0","n","0","right","right","left","right","NA","598","15800","4698","598","NA","2","legacy","6","1024","2","48000","-16","experiment","1","odd","9","367975","364683","365767","1938","94774","365769","205226","1948","90075","369976","366772","370575","17749","369976","NA","Sternberg task","55","35591","59","yes","1024"
"93.3333333333","93.3333333333","601.933333333","601.933333333","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","59","59","59","0","0","59","59","0","0","59","59","59","0","59","0","10/17/21 11:53:32","The main experiment item","yes","Sternbergtask.osexp","C:\Users\Brian\Desktop\College - Graduate\Graduate Work\Advanced Quant","yes","no","mono","no","18","no","white","no","yes","768","legacy","47","11","C:/Users/Brian/Desktop/College - Graduate/Graduate Work/Advanced Quant/Lab 3/subject-1.csv","legacy","6 8 4","Kafkaesque Koffka","3.2.8","0","n","0","right","right","left","right","NA","525","15800","4698","525","NA","2","legacy","3","1024","2","48000","-16","experiment","1","odd","1","373876","370583","371670","1938","94774","371672","205226","1948","90075","375879","372674","376405","17749","375879","NA","Sternberg task","56","36116","60","yes","1024"
"93.4426229508","93.4426229508","600.426229508","600.426229508","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","60","60","60","0","0","60","60","0","0","60","60","60","0","60","0","10/17/21 11:53:32","The main experiment item","yes","Sternbergtask.osexp","C:\Users\Brian\Desktop\College - Graduate\Graduate Work\Advanced Quant","yes","no","mono","no","18","no","white","no","yes","768","legacy","48","11","C:/Users/Brian/Desktop/College - Graduate/Graduate Work/Advanced Quant/Lab 3/subject-1.csv","legacy","8 4 3 5","Kafkaesque Koffka","3.2.8","0","n","0","right","right","left","right","NA","510","15800","4698","510","NA","2","legacy","4","1024","2","48000","-16","experiment","1","odd","6","379706","376413","377498","1938","94774","377500","205226","1948","90075","381707","378503","382219","17749","381707","NA","Sternberg task","57","36626","61","yes","1024"
"93.5483870968","93.5483870968","597.85483871","597.85483871","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","61","61","61","0","0","61","61","0","0","61","61","61","0","61","0","10/17/21 11:53:32","The main experiment item","yes","Sternbergtask.osexp","C:\Users\Brian\Desktop\College - Graduate\Graduate Work\Advanced Quant","yes","no","mono","no","18","no","white","no","yes","768","legacy","49","11","C:/Users/Brian/Desktop/College - Graduate/Graduate Work/Advanced Quant/Lab 3/subject-1.csv","legacy","5 2","Kafkaesque Koffka","3.2.8","0","n","0","right","right","left","right","NA","441","15800","4698","441","NA","2","legacy","2","1024","2","48000","-16","experiment","1","odd","7","385518","382226","383311","1938","94774","383313","205226","1948","90075","387521","384316","387964","17749","387521","NA","Sternberg task","58","37067","62","yes","1024"
"93.6507936508","93.6507936508","605.063492063","605.063492063","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","62","62","62","0","0","62","62","0","0","62","62","62","0","62","0","10/17/21 11:53:32","The main experiment item","yes","Sternbergtask.osexp","C:\Users\Brian\Desktop\College - Graduate\Graduate Work\Advanced Quant","yes","no","mono","no","18","no","white","no","yes","768","legacy","50","11","C:/Users/Brian/Desktop/College - Graduate/Graduate Work/Advanced Quant/Lab 3/subject-1.csv","legacy","6 8 9 3 4 9","Kafkaesque Koffka","3.2.8","5","y","0","left","right","left","left","NA","1052","15800","4698","1052","NA","2","legacy","6","1024","2","48000","-16","experiment","1","odd","4","391266","387973","389058","1938","94774","389059","205226","1948","90075","393268","390063","394322","17749","393268","NA","Sternberg task","59","38119","63","yes","1024"
"93.75","93.75","606.25","606.25","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","63","63","63","0","0","63","63","0","0","63","63","63","0","63","0","10/17/21 11:53:32","The main experiment item","yes","Sternbergtask.osexp","C:\Users\Brian\Desktop\College - Graduate\Graduate Work\Advanced Quant","yes","no","mono","no","18","no","white","no","yes","768","legacy","51","11","C:/Users/Brian/Desktop/College - Graduate/Graduate Work/Advanced Quant/Lab 3/subject-1.csv","legacy","4 2 6 9","Kafkaesque Koffka","3.2.8","0","n","0","right","right","left","right","NA","681","15800","4698","681","NA","2","legacy","4","1024","2","48000","-16","experiment","1","odd","7","397625","394330","395418","1938","94774","395419","205226","1948","90075","399628","396422","400310","17749","399628","NA","Sternberg task","60","38800","64","yes","1024"
"93.8461538462","93.8461538462","606.061538462","606.061538462","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","64","64","64","0","0","64","64","0","0","64","64","64","0","64","0","10/17/21 11:53:32","The main experiment item","yes","Sternbergtask.osexp","C:\Users\Brian\Desktop\College - Graduate\Graduate Work\Advanced Quant","yes","no","mono","no","18","no","white","no","yes","768","legacy","52","11","C:/Users/Brian/Desktop/College - Graduate/Graduate Work/Advanced Quant/Lab 3/subject-1.csv","legacy","9 8 4","Kafkaesque Koffka","3.2.8","1","y","0","left","right","left","left","NA","594","15800","4698","594","NA","2","legacy","3","1024","2","48000","-16","experiment","1","odd","9","403613","400318","401405","1938","94774","401407","205226","1948","90075","405614","402410","406209","17749","405614","NA","Sternberg task","61","39394","65","yes","1024"
