"acc","accuracy","average_response_time","avg_rt","background","block","canvas_backend","clock_backend","color_backend","compensation","coordinates","correct","correct_instruction1","correct_keyboard_response","correct_response","count_ISI","count_correctFeedback","count_experiment","count_experimentalLoop","count_expsequence","count_fixation","count_incorrectFeedback","count_instruction1","count_instruction2","count_instruction3","count_keyboard_response","count_logger","count_memoryset","count_practiceloop","count_probe","datetime","description","disable_garbage_collection","experiment_file","experiment_path","font_bold","font_family","font_italic","font_size","font_underline","foreground","form_clicks","fullscreen","height","keyboard_backend","live_row","live_row_practiceloop","logfile","mouse_backend","numberSet","opensesame_codename","opensesame_version","posInSet","present","repeat_cycle","response","response_instruction1","response_instruction2","response_instruction3","response_keyboard_response","response_time","response_time_instruction1","response_time_instruction2","response_time_instruction3","response_time_keyboard_response","round_decimals","sampler_backend","setSize","sound_buf_size","sound_channels","sound_freq","sound_sample_size","start","subject_nr","subject_parity","target","time_ISI","time_correctFeedback","time_experiment","time_experimentalLoop","time_expsequence","time_fixation","time_incorrectFeedback","time_instruction1","time_instruction2","time_instruction3","time_keyboard_response","time_logger","time_memoryset","time_practiceloop","time_probe","title","total_correct","total_response_time","total_responses","uniform_coordinates","width"
"91.4285714286","91.4285714286","971.571428571","971.571428571","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","34","34","0","0","34","34","34","0","0","0","34","34","34","0","34","10/15/22 17:05:43","The main experiment item","yes","SternbergTask.osexp","C:/Users/casme/OneDrive/Desktop/Fall 2022","no","mono","no","18","no","white","no","yes","768","legacy","22","11","C:/Users/casme/OneDrive/Desktop/Fall 2022/IC-subjectx-1.csv","legacy","6 8 4","Lentiform Loewenfeld","3.3.12","0","n","0","right","left","left","NA","right","877","29376","31659","NA","877","2","legacy","3","1024","2","48000","-16","experiment","1","odd","1","280056","276761","2618","139855","277847","277849","239554","2621","108196","NA","282059","282936","278852","31998","282059","Sternberg Task","32","34005","35","yes","1024"
"91.6666666667","91.6666666667","967.305555556","967.305555556","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","35","35","0","0","35","35","35","0","0","0","35","35","35","0","35","10/15/22 17:05:43","The main experiment item","yes","SternbergTask.osexp","C:/Users/casme/OneDrive/Desktop/Fall 2022","no","mono","no","18","no","white","no","yes","768","legacy","23","11","C:/Users/casme/OneDrive/Desktop/Fall 2022/IC-subjectx-1.csv","legacy","1 4 9 2 5","Lentiform Loewenfeld","3.3.12","0","n","0","right","left","left","NA","right","818","29376","31659","NA","818","2","legacy","5","1024","2","48000","-16","experiment","1","odd","7","286238","282942","2618","139855","284028","284030","239554","2621","108196","NA","288242","289061","285034","31998","288242","Sternberg Task","33","34823","36","yes","1024"
"91.8918918919","91.8918918919","974.459459459","974.459459459","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","36","36","0","0","36","36","36","0","0","0","36","36","36","0","36","10/15/22 17:05:43","The main experiment item","yes","SternbergTask.osexp","C:/Users/casme/OneDrive/Desktop/Fall 2022","no","mono","no","18","no","white","no","yes","768","legacy","24","11","C:/Users/casme/OneDrive/Desktop/Fall 2022/IC-subjectx-1.csv","legacy","5 2 9 6 1 7","Lentiform Loewenfeld","3.3.12","3","y","0","left","left","left","NA","left","1232","29376","31659","NA","1232","2","legacy","6","1024","2","48000","-16","experiment","1","odd","9","292359","289072","2618","139855","290148","290150","239554","2621","108196","NA","294364","295596","291154","31998","294363","Sternberg Task","34","36055","37","yes","1024"
"92.1052631579","92.1052631579","969.421052632","969.421052632","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","37","37","0","0","37","37","37","0","0","0","37","37","37","0","37","10/15/22 17:05:43","The main experiment item","yes","SternbergTask.osexp","C:/Users/casme/OneDrive/Desktop/Fall 2022","no","mono","no","18","no","white","no","yes","768","legacy","25","11","C:/Users/casme/OneDrive/Desktop/Fall 2022/IC-subjectx-1.csv","legacy","8 9 5 6 7","Lentiform Loewenfeld","3.3.12","1","y","0","left","left","left","NA","left","783","29376","31659","NA","783","2","legacy","5","1024","2","48000","-16","experiment","1","odd","8","298896","295602","2618","139855","296685","296687","239554","2621","108196","NA","300901","301684","297692","31998","300901","Sternberg Task","35","36838","38","yes","1024"
"92.3076923077","92.3076923077","970.435897436","970.435897436","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","38","38","0","0","38","38","38","0","0","0","38","38","38","0","38","10/15/22 17:05:43","The main experiment item","yes","SternbergTask.osexp","C:/Users/casme/OneDrive/Desktop/Fall 2022","no","mono","no","18","no","white","no","yes","768","legacy","26","11","C:/Users/casme/OneDrive/Desktop/Fall 2022/IC-subjectx-1.csv","legacy","1","Lentiform Loewenfeld","3.3.12","0","n","0","right","left","left","NA","right","1009","29376","31659","NA","1009","2","legacy","1","1024","2","48000","-16","experiment","1","odd","7","304974","301690","2618","139855","302763","302765","239554","2621","108196","NA","306978","307987","303770","31998","306978","Sternberg Task","36","37847","39","yes","1024"
"92.5","92.5","962.675","962.675","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","39","39","0","0","39","39","39","0","0","0","39","39","39","0","39","10/15/22 17:05:43","The main experiment item","yes","SternbergTask.osexp","C:/Users/casme/OneDrive/Desktop/Fall 2022","no","mono","no","18","no","white","no","yes","768","legacy","27","11","C:/Users/casme/OneDrive/Desktop/Fall 2022/IC-subjectx-1.csv","legacy","2 6 1 7 4","Lentiform Loewenfeld","3.3.12","2","y","0","left","left","left","NA","left","660","29376","31659","NA","660","2","legacy","5","1024","2","48000","-16","experiment","1","odd","6","311281","307993","2618","139855","309073","309074","239554","2621","108196","NA","313286","313947","310079","31998","313286","Sternberg Task","37","38507","40","yes","1024"
"92.6829268293","92.6829268293","963.634146341","963.634146341","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","40","40","0","0","40","40","40","0","0","0","40","40","40","0","40","10/15/22 17:05:43","The main experiment item","yes","SternbergTask.osexp","C:/Users/casme/OneDrive/Desktop/Fall 2022","no","mono","no","18","no","white","no","yes","768","legacy","28","11","C:/Users/casme/OneDrive/Desktop/Fall 2022/IC-subjectx-1.csv","legacy","3 5 9 6 2 4","Lentiform Loewenfeld","3.3.12","1","y","0","left","left","left","NA","left","1002","29376","31659","NA","1002","2","legacy","6","1024","2","48000","-16","experiment","1","odd","3","317231","313954","2618","139855","315019","315021","239554","2621","108196","NA","319236","320238","316025","31998","319236","Sternberg Task","38","39509","41","yes","1024"
"92.8571428571","92.8571428571","958.095238095","958.095238095","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","41","41","0","0","41","41","41","0","0","0","41","41","41","0","41","10/15/22 17:05:43","The main experiment item","yes","SternbergTask.osexp","C:/Users/casme/OneDrive/Desktop/Fall 2022","no","mono","no","18","no","white","no","yes","768","legacy","29","11","C:/Users/casme/OneDrive/Desktop/Fall 2022/IC-subjectx-1.csv","legacy","5 2 6","Lentiform Loewenfeld","3.3.12","2","y","0","left","left","left","NA","left","731","29376","31659","NA","731","2","legacy","3","1024","2","48000","-16","experiment","1","odd","2","323542","320243","2618","139855","321331","321333","239554","2621","108196","NA","325547","326279","322338","31998","325546","Sternberg Task","39","40240","42","yes","1024"
"93.023255814","93.023255814","954.906976744","954.906976744","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","42","42","0","0","42","42","42","0","0","0","42","42","42","0","42","10/15/22 17:05:43","The main experiment item","yes","SternbergTask.osexp","C:/Users/casme/OneDrive/Desktop/Fall 2022","no","mono","no","18","no","white","no","yes","768","legacy","30","11","C:/Users/casme/OneDrive/Desktop/Fall 2022/IC-subjectx-1.csv","legacy","8 2 1 4 5 9","Lentiform Loewenfeld","3.3.12","0","n","0","right","left","left","NA","right","821","29376","31659","NA","821","2","legacy","6","1024","2","48000","-16","experiment","1","odd","7","329572","326287","2618","139855","327363","327365","239554","2621","108196","NA","331578","332399","328368","31998","331577","Sternberg Task","40","41061","43","yes","1024"
"93.1818181818","93.1818181818","955.159090909","955.159090909","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","43","43","0","0","43","43","43","0","0","0","43","43","43","0","43","10/15/22 17:05:43","The main experiment item","yes","SternbergTask.osexp","C:/Users/casme/OneDrive/Desktop/Fall 2022","no","mono","no","18","no","white","no","yes","768","legacy","31","11","C:/Users/casme/OneDrive/Desktop/Fall 2022/IC-subjectx-1.csv","legacy","1 7 5 2 9","Lentiform Loewenfeld","3.3.12","0","n","0","right","left","left","NA","right","966","29376","31659","NA","966","2","legacy","5","1024","2","48000","-16","experiment","1","odd","3","335702","332406","2618","139855","333493","333495","239554","2621","108196","NA","337705","338672","334497","31998","337705","Sternberg Task","41","42027","44","yes","1024"
"93.3333333333","93.3333333333","954.644444444","954.644444444","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","44","44","0","0","44","44","44","0","0","0","44","44","44","0","44","10/15/22 17:05:43","The main experiment item","yes","SternbergTask.osexp","C:/Users/casme/OneDrive/Desktop/Fall 2022","no","mono","no","18","no","white","no","yes","768","legacy","32","11","C:/Users/casme/OneDrive/Desktop/Fall 2022/IC-subjectx-1.csv","legacy","8 5 7 3 6","Lentiform Loewenfeld","3.3.12","0","n","0","right","left","left","NA","right","932","29376","31659","NA","932","2","legacy","5","1024","2","48000","-16","experiment","1","odd","9","341966","338680","2618","139855","339756","339757","239554","2621","108196","NA","343972","344904","340762","31998","343972","Sternberg Task","42","42959","45","yes","1024"
"93.4782608696","93.4782608696","953.586956522","953.586956522","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","45","45","0","0","45","45","45","0","0","0","45","45","45","0","45","10/15/22 17:05:43","The main experiment item","yes","SternbergTask.osexp","C:/Users/casme/OneDrive/Desktop/Fall 2022","no","mono","no","18","no","white","no","yes","768","legacy","33","11","C:/Users/casme/OneDrive/Desktop/Fall 2022/IC-subjectx-1.csv","legacy","8 3","Lentiform Loewenfeld","3.3.12","2","y","0","left","left","left","NA","left","906","29376","31659","NA","906","2","legacy","2","1024","2","48000","-16","experiment","1","odd","3","348206","344911","2618","139855","345995","345997","239554","2621","108196","NA","350210","351117","347002","31998","350210","Sternberg Task","43","43865","46","yes","1024"
"93.6170212766","93.6170212766","948.70212766","948.70212766","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","46","46","0","0","46","46","46","0","0","0","46","46","46","0","46","10/15/22 17:05:43","The main experiment item","yes","SternbergTask.osexp","C:/Users/casme/OneDrive/Desktop/Fall 2022","no","mono","no","18","no","white","no","yes","768","legacy","34","11","C:/Users/casme/OneDrive/Desktop/Fall 2022/IC-subjectx-1.csv","legacy","1 7 8 3 9","Lentiform Loewenfeld","3.3.12","0","n","0","right","left","left","NA","right","724","29376","31659","NA","724","2","legacy","5","1024","2","48000","-16","experiment","1","odd","2","354406","351124","2618","139855","352198","352199","239554","2621","108196","NA","356411","357136","353204","31998","356411","Sternberg Task","44","44589","47","yes","1024"
"93.75","93.75","947.083333333","947.083333333","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","47","47","0","0","47","47","47","0","0","0","47","47","47","0","47","10/15/22 17:05:43","The main experiment item","yes","SternbergTask.osexp","C:/Users/casme/OneDrive/Desktop/Fall 2022","no","mono","no","18","no","white","no","yes","768","legacy","35","11","C:/Users/casme/OneDrive/Desktop/Fall 2022/IC-subjectx-1.csv","legacy","6 2 9 3 8 4","Lentiform Loewenfeld","3.3.12","0","n","0","right","left","left","NA","right","871","29376","31659","NA","871","2","legacy","6","1024","2","48000","-16","experiment","1","odd","1","360445","357142","2618","139855","358237","358239","239554","2621","108196","NA","362451","363322","359241","31998","362451","Sternberg Task","45","45460","48","yes","1024"
"93.8775510204","93.8775510204","936.897959184","936.897959184","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","48","48","0","0","48","48","48","0","0","0","48","48","48","0","48","10/15/22 17:05:43","The main experiment item","yes","SternbergTask.osexp","C:/Users/casme/OneDrive/Desktop/Fall 2022","no","mono","no","18","no","white","no","yes","768","legacy","36","11","C:/Users/casme/OneDrive/Desktop/Fall 2022/IC-subjectx-1.csv","legacy","4","Lentiform Loewenfeld","3.3.12","1","y","0","left","left","left","NA","left","448","29376","31659","NA","448","2","legacy","1","1024","2","48000","-16","experiment","1","odd","4","366622","363328","2618","139855","364411","364413","239554","2621","108196","NA","368627","369076","365418","31998","368626","Sternberg Task","46","45908","49","yes","1024"
"94","94","932.14","932.14","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","49","49","0","0","49","49","49","0","0","0","49","49","49","0","49","10/15/22 17:05:43","The main experiment item","yes","SternbergTask.osexp","C:/Users/casme/OneDrive/Desktop/Fall 2022","no","mono","no","18","no","white","no","yes","768","legacy","37","11","C:/Users/casme/OneDrive/Desktop/Fall 2022/IC-subjectx-1.csv","legacy","2 6 4 3 9","Lentiform Loewenfeld","3.3.12","0","n","0","right","left","left","NA","right","699","29376","31659","NA","699","2","legacy","5","1024","2","48000","-16","experiment","1","odd","1","372378","369082","2618","139855","370166","370168","239554","2621","108196","NA","374383","375082","371172","31998","374382","Sternberg Task","47","46607","50","yes","1024"
"94.1176470588","94.1176470588","926.31372549","926.31372549","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","50","50","0","0","50","50","50","0","0","0","50","50","50","0","50","10/15/22 17:05:43","The main experiment item","yes","SternbergTask.osexp","C:/Users/casme/OneDrive/Desktop/Fall 2022","no","mono","no","18","no","white","no","yes","768","legacy","38","11","C:/Users/casme/OneDrive/Desktop/Fall 2022/IC-subjectx-1.csv","legacy","7 3 2 8","Lentiform Loewenfeld","3.3.12","0","n","0","right","left","left","NA","right","635","29376","31659","NA","635","2","legacy","4","1024","2","48000","-16","experiment","1","odd","4","378384","375087","2618","139855","376172","376174","239554","2621","108196","NA","380389","381024","377179","31998","380388","Sternberg Task","48","47242","51","yes","1024"
"94.2307692308","94.2307692308","933.730769231","933.730769231","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","51","51","0","0","51","51","51","0","0","0","51","51","51","0","51","10/15/22 17:05:43","The main experiment item","yes","SternbergTask.osexp","C:/Users/casme/OneDrive/Desktop/Fall 2022","no","mono","no","18","no","white","no","yes","768","legacy","39","11","C:/Users/casme/OneDrive/Desktop/Fall 2022/IC-subjectx-1.csv","legacy","9 5 3 2 8 6","Lentiform Loewenfeld","3.3.12","0","n","0","right","left","left","NA","right","1312","29376","31659","NA","1312","2","legacy","6","1024","2","48000","-16","experiment","1","odd","7","384329","381032","2618","139855","382118","382120","239554","2621","108196","NA","386335","387647","383124","31998","386334","Sternberg Task","49","48554","52","yes","1024"
"94.3396226415","94.3396226415","933.603773585","933.603773585","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","52","52","0","0","52","52","52","0","0","0","52","52","52","0","52","10/15/22 17:05:43","The main experiment item","yes","SternbergTask.osexp","C:/Users/casme/OneDrive/Desktop/Fall 2022","no","mono","no","18","no","white","no","yes","768","legacy","40","11","C:/Users/casme/OneDrive/Desktop/Fall 2022/IC-subjectx-1.csv","legacy","9 6 2 4 1","Lentiform Loewenfeld","3.3.12","4","y","0","left","left","left","NA","left","927","29376","31659","NA","927","2","legacy","5","1024","2","48000","-16","experiment","1","odd","4","390940","387652","2618","139855","388731","388731","239554","2621","108196","NA","392945","393873","389736","31998","392944","Sternberg Task","50","49481","53","yes","1024"
"94.4444444444","94.4444444444","927.925925926","927.925925926","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","53","53","0","0","53","53","53","0","0","0","53","53","53","0","53","10/15/22 17:05:43","The main experiment item","yes","SternbergTask.osexp","C:/Users/casme/OneDrive/Desktop/Fall 2022","no","mono","no","18","no","white","no","yes","768","legacy","41","11","C:/Users/casme/OneDrive/Desktop/Fall 2022/IC-subjectx-1.csv","legacy","3 5 4 7","Lentiform Loewenfeld","3.3.12","1","y","0","left","left","left","NA","left","627","29376","31659","NA","627","2","legacy","4","1024","2","48000","-16","experiment","1","odd","3","397178","393880","2618","139855","394966","394968","239554","2621","108196","NA","399182","399809","395972","31998","399182","Sternberg Task","51","50108","54","yes","1024"
"94.5454545455","94.5454545455","925.236363636","925.236363636","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","54","54","0","0","54","54","54","0","0","0","54","54","54","0","54","10/15/22 17:05:43","The main experiment item","yes","SternbergTask.osexp","C:/Users/casme/OneDrive/Desktop/Fall 2022","no","mono","no","18","no","white","no","yes","768","legacy","42","11","C:/Users/casme/OneDrive/Desktop/Fall 2022/IC-subjectx-1.csv","legacy","5 3 2 6 9 8","Lentiform Loewenfeld","3.3.12","0","n","0","right","left","left","NA","right","780","29376","31659","NA","780","2","legacy","6","1024","2","48000","-16","experiment","1","odd","4","403107","399816","2618","139855","400895","400896","239554","2621","108196","NA","405112","405893","401902","31998","405111","Sternberg Task","52","50888","55","yes","1024"
"94.6428571429","94.6428571429","917.232142857","917.232142857","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","55","55","0","0","55","55","55","0","0","0","55","55","55","0","55","10/15/22 17:05:43","The main experiment item","yes","SternbergTask.osexp","C:/Users/casme/OneDrive/Desktop/Fall 2022","no","mono","no","18","no","white","no","yes","768","legacy","43","11","C:/Users/casme/OneDrive/Desktop/Fall 2022/IC-subjectx-1.csv","legacy","7 1","Lentiform Loewenfeld","3.3.12","0","n","0","right","left","left","NA","right","477","29376","31659","NA","477","2","legacy","2","1024","2","48000","-16","experiment","1","odd","8","409192","405899","2618","139855","406985","406986","239554","2621","108196","NA","411197","411675","407988","31998","411196","Sternberg Task","53","51365","56","yes","1024"
"94.7368421053","94.7368421053","914.01754386","914.01754386","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","56","56","0","0","56","56","56","0","0","0","56","56","56","0","56","10/15/22 17:05:43","The main experiment item","yes","SternbergTask.osexp","C:/Users/casme/OneDrive/Desktop/Fall 2022","no","mono","no","18","no","white","no","yes","768","legacy","44","11","C:/Users/casme/OneDrive/Desktop/Fall 2022/IC-subjectx-1.csv","legacy","6 3 1 7 9 8","Lentiform Loewenfeld","3.3.12","0","n","0","right","left","left","NA","right","734","29376","31659","NA","734","2","legacy","6","1024","2","48000","-16","experiment","1","odd","4","414978","411682","2618","139855","412766","412768","239554","2621","108196","NA","416980","417715","413772","31998","416979","Sternberg Task","54","52099","57","yes","1024"
"94.8275862069","94.8275862069","905.293103448","905.293103448","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","57","57","0","0","57","57","57","0","0","0","57","57","57","0","57","10/15/22 17:05:43","The main experiment item","yes","SternbergTask.osexp","C:/Users/casme/OneDrive/Desktop/Fall 2022","no","mono","no","18","no","white","no","yes","768","legacy","45","11","C:/Users/casme/OneDrive/Desktop/Fall 2022/IC-subjectx-1.csv","legacy","4 1","Lentiform Loewenfeld","3.3.12","0","n","0","right","left","left","NA","right","408","29376","31659","NA","408","2","legacy","2","1024","2","48000","-16","experiment","1","odd","6","420999","417722","2618","139855","418792","418794","239554","2621","108196","NA","423002","423411","419796","31998","423002","Sternberg Task","55","52507","58","yes","1024"
"94.9152542373","94.9152542373","902.169491525","902.169491525","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","58","58","0","0","58","58","58","0","0","0","58","58","58","0","58","10/15/22 17:05:43","The main experiment item","yes","SternbergTask.osexp","C:/Users/casme/OneDrive/Desktop/Fall 2022","no","mono","no","18","no","white","no","yes","768","legacy","46","11","C:/Users/casme/OneDrive/Desktop/Fall 2022/IC-subjectx-1.csv","legacy","6 9 5","Lentiform Loewenfeld","3.3.12","0","n","0","right","left","left","NA","right","721","29376","31659","NA","721","2","legacy","3","1024","2","48000","-16","experiment","1","odd","8","426715","423419","2618","139855","424505","424507","239554","2621","108196","NA","428721","429442","425511","31998","428721","Sternberg Task","56","53228","59","yes","1024"
"95","95","904.666666667","904.666666667","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","59","59","0","0","59","59","59","0","0","0","59","59","59","0","59","10/15/22 17:05:43","The main experiment item","yes","SternbergTask.osexp","C:/Users/casme/OneDrive/Desktop/Fall 2022","no","mono","no","18","no","white","no","yes","768","legacy","47","11","C:/Users/casme/OneDrive/Desktop/Fall 2022/IC-subjectx-1.csv","legacy","9 8 2 7 4","Lentiform Loewenfeld","3.3.12","0","n","0","right","left","left","NA","right","1052","29376","31659","NA","1052","2","legacy","5","1024","2","48000","-16","experiment","1","odd","5","432725","429449","2618","139855","430514","430516","239554","2621","108196","NA","434730","435783","431520","31998","434730","Sternberg Task","57","54280","60","yes","1024"
"93.4426229508","93.4426229508","912.229508197","912.229508197","black","experiment","legacy","legacy","legacy","0","uniform","0","undefined","0","left","60","60","0","0","60","60","60","0","0","0","60","60","60","0","60","10/15/22 17:05:43","The main experiment item","yes","SternbergTask.osexp","C:/Users/casme/OneDrive/Desktop/Fall 2022","no","mono","no","18","no","white","no","yes","768","legacy","48","11","C:/Users/casme/OneDrive/Desktop/Fall 2022/IC-subjectx-1.csv","legacy","3 4 9 6 2 9","Lentiform Loewenfeld","3.3.12","5","y","0","right","left","left","NA","right","1366","29376","31659","NA","1366","2","legacy","6","1024","2","48000","-16","experiment","1","odd","2","439065","435789","2618","139855","436854","436856","239554","2621","108196","NA","441070","442437","437860","31998","441069","Sternberg Task","57","55646","61","yes","1024"
"93.5483870968","93.5483870968","909.838709677","909.838709677","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","61","61","0","0","61","61","61","0","0","0","61","61","61","0","61","10/15/22 17:05:43","The main experiment item","yes","SternbergTask.osexp","C:/Users/casme/OneDrive/Desktop/Fall 2022","no","mono","no","18","no","white","no","yes","768","legacy","49","11","C:/Users/casme/OneDrive/Desktop/Fall 2022/IC-subjectx-1.csv","legacy","2 3 8 5 6 7","Lentiform Loewenfeld","3.3.12","0","n","0","right","left","left","NA","right","764","29376","31659","NA","764","2","legacy","6","1024","2","48000","-16","experiment","1","odd","1","445734","435789","2618","139855","443526","443528","442443","2621","108196","NA","447739","448504","444530","31998","447739","Sternberg Task","58","56410","62","yes","1024"
"93.6507936508","93.6507936508","904.53968254","904.53968254","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","62","62","0","0","62","62","62","0","0","0","62","62","62","0","62","10/15/22 17:05:43","The main experiment item","yes","SternbergTask.osexp","C:/Users/casme/OneDrive/Desktop/Fall 2022","no","mono","no","18","no","white","no","yes","768","legacy","50","11","C:/Users/casme/OneDrive/Desktop/Fall 2022/IC-subjectx-1.csv","legacy","5 7 3","Lentiform Loewenfeld","3.3.12","0","n","0","right","left","left","NA","right","576","29376","31659","NA","576","2","legacy","3","1024","2","48000","-16","experiment","1","odd","9","451789","448514","2618","139855","449578","449580","442443","2621","108196","NA","453794","454371","450584","31998","453794","Sternberg Task","59","56986","63","yes","1024"
"93.75","93.75","907.3125","907.3125","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","63","63","0","0","63","63","63","0","0","0","63","63","63","0","63","10/15/22 17:05:43","The main experiment item","yes","SternbergTask.osexp","C:/Users/casme/OneDrive/Desktop/Fall 2022","no","mono","no","18","no","white","no","yes","768","legacy","51","11","C:/Users/casme/OneDrive/Desktop/Fall 2022/IC-subjectx-1.csv","legacy","6 1 2","Lentiform Loewenfeld","3.3.12","3","y","0","left","left","left","NA","left","1082","29376","31659","NA","1082","2","legacy","3","1024","2","48000","-16","experiment","1","odd","2","457658","454379","2618","139855","455448","455450","442443","2621","108196","NA","459662","460744","456454","31998","459662","Sternberg Task","60","58068","64","yes","1024"
"93.8461538462","93.8461538462","906.553846154","906.553846154","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","64","64","0","0","64","64","64","0","0","0","64","64","64","0","64","10/15/22 17:05:43","The main experiment item","yes","SternbergTask.osexp","C:/Users/casme/OneDrive/Desktop/Fall 2022","no","mono","no","18","no","white","no","yes","768","legacy","52","11","C:/Users/casme/OneDrive/Desktop/Fall 2022/IC-subjectx-1.csv","legacy","9 1 6 7 8","Lentiform Loewenfeld","3.3.12","1","y","0","left","left","left","NA","left","858","29376","31659","NA","858","2","legacy","5","1024","2","48000","-16","experiment","1","odd","9","464037","460751","2618","139855","461828","461830","442443","2621","108196","NA","466041","466899","462834","31998","466040","Sternberg Task","61","58926","65","yes","1024"
"93.9393939394","93.9393939394","903.848484848","903.848484848","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","65","65","0","0","65","65","65","0","0","0","65","65","65","0","65","10/15/22 17:05:43","The main experiment item","yes","SternbergTask.osexp","C:/Users/casme/OneDrive/Desktop/Fall 2022","no","mono","no","18","no","white","no","yes","768","legacy","53","11","C:/Users/casme/OneDrive/Desktop/Fall 2022/IC-subjectx-1.csv","legacy","4 6 5 8","Lentiform Loewenfeld","3.3.12","1","y","0","left","left","left","NA","left","728","29376","31659","NA","728","2","legacy","4","1024","2","48000","-16","experiment","1","odd","4","470202","466907","2618","139855","467992","467994","442443","2621","108196","NA","472208","472937","468998","31998","472207","Sternberg Task","62","59654","66","yes","1024"
"94.0298507463","94.0298507463","906.447761194","906.447761194","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","66","66","0","0","66","66","66","0","0","0","66","66","66","0","66","10/15/22 17:05:43","The main experiment item","yes","SternbergTask.osexp","C:/Users/casme/OneDrive/Desktop/Fall 2022","no","mono","no","18","no","white","no","yes","768","legacy","54","11","C:/Users/casme/OneDrive/Desktop/Fall 2022/IC-subjectx-1.csv","legacy","5 7 8 2 3 8","Lentiform Loewenfeld","3.3.12","5","y","0","left","left","left","NA","left","1078","29376","31659","NA","1078","2","legacy","6","1024","2","48000","-16","experiment","1","odd","3","476241","472942","2618","139855","474029","474031","442443","2621","108196","NA","478244","479323","475035","31998","478244","Sternberg Task","63","60732","67","yes","1024"
"94.1176470588","94.1176470588","905.588235294","905.588235294","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","67","67","0","0","67","67","67","0","0","0","67","67","67","0","67","10/15/22 17:05:43","The main experiment item","yes","SternbergTask.osexp","C:/Users/casme/OneDrive/Desktop/Fall 2022","no","mono","no","18","no","white","no","yes","768","legacy","55","11","C:/Users/casme/OneDrive/Desktop/Fall 2022/IC-subjectx-1.csv","legacy","9 1 7 2","Lentiform Loewenfeld","3.3.12","2","y","0","left","left","left","NA","left","848","29376","31659","NA","848","2","legacy","4","1024","2","48000","-16","experiment","1","odd","1","482622","479330","2618","139855","480412","480414","442443","2621","108196","NA","484627","485476","481418","31998","484626","Sternberg Task","64","61580","68","yes","1024"
"94.2028985507","94.2028985507","902.217391304","902.217391304","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","68","68","0","0","68","68","68","0","0","0","68","68","68","0","68","10/15/22 17:05:43","The main experiment item","yes","SternbergTask.osexp","C:/Users/casme/OneDrive/Desktop/Fall 2022","no","mono","no","18","no","white","no","yes","768","legacy","56","11","C:/Users/casme/OneDrive/Desktop/Fall 2022/IC-subjectx-1.csv","legacy","2 5 1 4","Lentiform Loewenfeld","3.3.12","0","n","0","right","left","left","NA","right","673","29376","31659","NA","673","2","legacy","4","1024","2","48000","-16","experiment","1","odd","6","488758","485482","2618","139855","486548","486550","442443","2621","108196","NA","490763","491437","487553","31998","490762","Sternberg Task","65","62253","69","yes","1024"
